umap_n_components,umap_n_neighbors,umap_min_dist,k,silhouette_score
5,9,0.03,8,0.6724767
2,7,0.05,8,0.6722858
9,5,0.11,8,0.6722186
6,10,0.09,7,0.6722021
4,10,0.13,8,0.6721897
2,5,0.1,9,0.67214996
3,7,0.11,8,0.67213833
2,3,0.15,8,0.67210853
10,5,0.05,9,0.67197675
10,3,0.04,9,0.6719076
3,5,0.04,8,0.6718855
4,9,0.11,10,0.67170835
10,5,0.1,9,0.67163306
8,10,0.04,7,0.6715569
9,4,0.14,9,0.67153454
8,10,0.05,8,0.6715333
5,7,0.13,8,0.6715188
3,8,0.07,8,0.67148757
3,9,0.08,9,0.6714756
9,3,0.11,10,0.67147064
5,10,0.12,10,0.67146045
4,10,0.12,8,0.6714339
2,9,0.14,10,0.67142713
7,5,0.08,8,0.6713273
5,7,0.09,8,0.67119706
7,4,0.07,8,0.67114925
8,8,0.12,8,0.67110366
10,8,0.09,9,0.6710022
4,7,0.02,8,0.670966
7,6,0.11,9,0.67090034
8,7,0.09,9,0.6708337
4,8,0.1,8,0.67077184
8,4,0.09,9,0.6707717
2,7,0.15,8,0.67074466
3,8,0.03,9,0.67068124
2,7,0.11,7,0.6706421
7,9,0.13,9,0.67060465
2,5,0.14,7,0.6706005
5,5,0.12,9,0.670589
8,8,0.02,8,0.6704994
8,6,0.05,8,0.6704201
8,3,0.03,9,0.6703914
6,9,0.04,9,0.67029434
2,8,0.09,7,0.6702496
7,5,0.11,8,0.67024684
9,8,0.15,9,0.670242
8,5,0.07,9,0.6702277
5,7,0.1,8,0.6701365
3,10,0.02,10,0.67011994
8,8,0.03,8,0.6700557
8,6,0.12,9,0.6699525
4,8,0.11,8,0.6699264
8,5,0.14,9,0.66977
8,8,0.05,9,0.6697658
5,3,0.03,9,0.6697223
10,8,0.11,8,0.669716
3,9,0.15,10,0.6696818
7,6,0.13,9,0.6696801
8,6,0.09,8,0.66958356
7,7,0.13,9,0.6695294
2,7,0.13,9,0.66951114
4,4,0.04,8,0.6694922
8,8,0.08,9,0.66930544
8,10,0.09,10,0.6692558
10,4,0.06,9,0.6692284
4,4,0.09,8,0.669128
5,4,0.1,9,0.66910595
4,8,0.14,8,0.66909945
7,3,0.14,9,0.6690802
3,3,0.11,8,0.6690719
9,9,0.07,9,0.66905075
7,9,0.06,9,0.6689837
9,8,0.12,8,0.6689738
10,3,0.08,9,0.66886497
2,8,0.12,7,0.66884434
4,8,0.05,7,0.6688324
8,3,0.14,9,0.6687927
7,3,0.05,8,0.6687648
7,10,0.08,10,0.66862994
6,3,0.12,9,0.6686246
7,4,0.05,8,0.66862166
6,10,0.09,10,0.66861904
7,5,0.1,9,0.6685692
5,9,0.09,9,0.66848284
5,3,0.15,9,0.6684794
7,7,0.11,9,0.66846955
4,3,0.04,9,0.6684076
3,5,0.08,7,0.6681592
10,4,0.02,8,0.6681572
4,3,0.07,8,0.6681081
8,9,0.04,10,0.66808724
10,5,0.13,9,0.6680613
9,3,0.08,8,0.6680415
8,10,0.07,8,0.6680206
8,7,0.07,8,0.6679267
5,9,0.13,8,0.6679218
3,4,0.11,7,0.6678301
4,3,0.05,9,0.6678182
4,4,0.08,8,0.6678136
4,4,0.14,9,0.66780615
9,3,0.06,9,0.66777426
8,8,0.04,8,0.66770923
5,6,0.05,8,0.6676811
10,7,0.12,8,0.6676669
3,9,0.05,8,0.6676048
5,5,0.15,7,0.66758263
6,6,0.06,7,0.66747147
10,10,0.08,10,0.66746616
6,5,0.06,9,0.66745085
7,5,0.09,9,0.6673844
6,3,0.06,9,0.66736424
8,4,0.05,8,0.6673233
4,7,0.04,8,0.6672904
5,7,0.07,9,0.6672712
6,4,0.07,8,0.6671182
2,4,0.14,6,0.66711426
9,7,0.12,8,0.66708535
2,6,0.09,8,0.6670695
8,4,0.07,8,0.6670576
8,10,0.13,10,0.6670541
5,5,0.09,8,0.66701764
7,8,0.04,9,0.6669717
3,3,0.13,8,0.66694266
4,5,0.13,8,0.66688913
10,6,0.07,8,0.6668362
4,10,0.02,8,0.6668207
2,10,0.15,10,0.6668103
5,8,0.13,9,0.66671723
6,10,0.03,10,0.6667136
6,8,0.03,9,0.6666741
6,3,0.05,8,0.6665886
9,10,0.08,10,0.6664595
5,10,0.03,8,0.6664339
9,3,0.15,9,0.666393
4,6,0.12,8,0.66638255
6,9,0.05,7,0.6663214
10,9,0.13,10,0.6662993
7,4,0.15,8,0.6661391
3,4,0.12,8,0.66604215
7,9,0.02,9,0.6659922
8,9,0.04,9,0.66592413
3,3,0.03,7,0.6659107
4,8,0.07,9,0.6658459
8,5,0.15,8,0.6658315
8,10,0.07,10,0.6657148
4,9,0.05,8,0.66571313
6,5,0.03,8,0.66565293
10,7,0.1,9,0.66564655
10,8,0.04,8,0.66564465
5,3,0.06,9,0.6656309
5,6,0.15,8,0.6656289
2,8,0.1,7,0.66555566
8,9,0.05,9,0.66553897
5,10,0.03,10,0.6655108
3,7,0.1,8,0.6654858
4,9,0.02,9,0.6654838
8,6,0.14,8,0.665483
3,4,0.02,8,0.6653595
8,4,0.06,8,0.6653501
6,4,0.04,8,0.6653107
8,10,0.1,10,0.66529804
8,5,0.05,8,0.6652431
10,4,0.1,8,0.66519153
10,3,0.13,8,0.6651442
9,4,0.09,8,0.665138
3,8,0.06,8,0.6651219
9,9,0.15,9,0.6649882
3,7,0.15,8,0.66498697
9,6,0.11,9,0.6649669
3,9,0.06,9,0.6649097
7,3,0.04,9,0.664862
3,7,0.14,8,0.66481704
6,10,0.06,9,0.6647989
7,8,0.06,8,0.66478735
5,6,0.09,9,0.66476566
3,4,0.03,9,0.6647628
7,8,0.11,10,0.6647276
10,6,0.13,8,0.6646711
2,7,0.06,8,0.6646175
3,4,0.08,7,0.6646104
2,3,0.11,8,0.6645521
6,3,0.02,9,0.66453594
9,10,0.05,8,0.6645257
7,7,0.04,8,0.6645111
8,7,0.04,9,0.6643882
10,10,0.05,10,0.6643727
10,9,0.13,9,0.6642906
9,7,0.07,8,0.6642008
2,7,0.14,8,0.6641798
5,6,0.08,9,0.6640961
2,4,0.07,6,0.6640754
2,10,0.03,10,0.6640198
4,6,0.15,8,0.6639865
2,6,0.12,8,0.66397506
5,3,0.04,8,0.6639663
5,4,0.04,8,0.66396
10,10,0.1,8,0.6639477
7,4,0.14,9,0.66390496
8,9,0.13,9,0.66390103
10,6,0.11,9,0.66388714
4,6,0.08,7,0.66386646
6,4,0.08,9,0.66385394
5,5,0.1,7,0.6637938
6,7,0.03,8,0.66374874
5,9,0.08,8,0.6637362
5,5,0.14,8,0.6637242
7,9,0.05,10,0.66368645
5,10,0.06,10,0.6636831
5,4,0.11,9,0.66368103
10,9,0.06,9,0.6635998
9,7,0.1,8,0.66359127
8,5,0.11,8,0.6635831
4,8,0.06,9,0.66352624
4,3,0.03,9,0.6635214
4,6,0.02,8,0.6635155
7,9,0.12,10,0.6634564
2,10,0.05,10,0.66341704
4,7,0.08,8,0.66341275
6,5,0.04,8,0.66340053
5,3,0.12,9,0.66337293
7,10,0.03,10,0.66336817
2,6,0.08,7,0.66316295
6,4,0.09,8,0.6631596
10,9,0.12,10,0.66313374
2,8,0.04,8,0.6630826
9,10,0.04,10,0.6630737
3,3,0.14,8,0.66307193
6,10,0.13,10,0.6630342
10,10,0.04,9,0.6630178
6,10,0.12,7,0.66300994
6,5,0.14,8,0.6629854
10,8,0.13,9,0.66284
9,10,0.15,10,0.66282696
4,10,0.02,9,0.66274905
8,3,0.11,9,0.6627366
6,7,0.11,9,0.662718
5,7,0.05,8,0.6626863
2,10,0.05,7,0.6626475
10,9,0.1,10,0.66261166
4,5,0.1,8,0.662597
9,10,0.07,10,0.6625916
7,9,0.11,9,0.66258365
9,8,0.11,9,0.66257614
5,6,0.07,8,0.66240525
2,3,0.04,8,0.6623999
4,6,0.11,8,0.66233003
9,9,0.1,9,0.66225564
9,3,0.11,9,0.6622425
9,4,0.12,9,0.66221356
9,4,0.08,8,0.6621597
10,10,0.03,8,0.66214323
2,9,0.08,7,0.66205937
6,7,0.07,8,0.6619774
6,10,0.11,8,0.66193384
2,9,0.07,8,0.6618908
7,5,0.03,8,0.6618626
2,8,0.11,8,0.6618473
5,4,0.11,8,0.66175944
6,3,0.13,9,0.66175187
5,8,0.03,8,0.66174394
7,3,0.15,9,0.6616892
4,5,0.09,8,0.66161424
3,9,0.04,10,0.66159415
7,9,0.14,8,0.6615713
3,7,0.13,7,0.6615292
9,9,0.03,10,0.6614981
5,4,0.13,8,0.66146296
4,5,0.05,9,0.6613135
5,6,0.04,7,0.6612374
3,7,0.08,8,0.66122264
10,10,0.14,9,0.6611832
5,6,0.14,9,0.6611798
10,10,0.04,10,0.6611695
7,4,0.13,8,0.6611027
3,6,0.06,6,0.66105026
2,8,0.03,7,0.6609901
7,4,0.06,9,0.660843
9,5,0.12,8,0.66082543
9,3,0.05,9,0.66077596
2,4,0.11,8,0.66073465
6,10,0.03,7,0.66069156
9,9,0.06,8,0.66066706
8,9,0.1,10,0.6606339
8,9,0.09,9,0.66061246
9,8,0.13,9,0.66054904
9,6,0.09,9,0.66053575
9,7,0.15,8,0.66036105
7,9,0.13,10,0.6603231
10,7,0.11,8,0.66030043
4,3,0.12,9,0.6602978
4,6,0.05,9,0.6602469
10,9,0.04,9,0.66023964
3,7,0.09,7,0.66022235
2,9,0.08,8,0.6600588
8,8,0.13,9,0.6599062
10,6,0.15,8,0.65988755
5,4,0.05,8,0.6598507
4,5,0.12,9,0.6598435
9,7,0.09,8,0.659806
6,9,0.03,9,0.65978444
6,8,0.08,7,0.6597783
6,8,0.12,8,0.6597646
3,10,0.02,8,0.6597445
5,10,0.06,9,0.6597302
9,8,0.14,9,0.65969676
4,8,0.13,8,0.6596404
4,4,0.15,8,0.6595594
3,10,0.11,10,0.6595536
6,7,0.04,9,0.65939224
7,8,0.15,9,0.65937734
2,9,0.15,7,0.6593519
4,3,0.02,8,0.6593512
2,7,0.12,8,0.65934724
2,8,0.04,7,0.65933985
6,10,0.09,9,0.65925395
5,8,0.04,8,0.65917796
6,5,0.11,9,0.6591602
5,8,0.02,7,0.65914285
2,7,0.03,8,0.65909266
9,6,0.1,9,0.6590759
3,5,0.1,8,0.6589969
3,10,0.04,9,0.65897495
3,9,0.02,9,0.65895903
2,10,0.1,10,0.6589448
7,9,0.09,8,0.6588917
7,8,0.09,8,0.6588232
6,4,0.02,8,0.6588179
10,3,0.11,8,0.65871394
10,4,0.14,8,0.6587008
6,6,0.07,8,0.6586683
2,8,0.13,6,0.6585845
2,5,0.15,7,0.65855944
7,7,0.09,8,0.6585283
4,10,0.11,8,0.65850246
4,6,0.09,7,0.65843785
9,3,0.09,9,0.65839994
4,7,0.07,7,0.65830696
5,9,0.1,8,0.6582655
5,5,0.11,8,0.65825963
10,6,0.05,9,0.65823305
7,10,0.05,9,0.65822625
4,6,0.03,8,0.6581828
3,5,0.06,8,0.65812624
2,6,0.06,7,0.6580482
10,3,0.09,9,0.65803254
8,6,0.06,9,0.65802836
10,9,0.02,8,0.65787834
3,6,0.15,9,0.6578686
8,4,0.15,9,0.6578211
2,3,0.07,6,0.6578021
6,8,0.02,9,0.6577586
5,9,0.02,9,0.65774
6,10,0.03,8,0.65766764
2,4,0.08,7,0.6576521
8,9,0.03,9,0.6576124
6,6,0.03,8,0.65759796
2,7,0.12,7,0.6575488
9,9,0.05,10,0.65751576
8,6,0.08,9,0.6575146
7,5,0.15,9,0.6575117
4,7,0.05,9,0.65750545
5,3,0.14,8,0.657492
10,4,0.04,9,0.65748465
6,6,0.11,9,0.65747774
2,7,0.08,7,0.6574663
9,7,0.06,8,0.6574614
7,3,0.07,9,0.65745896
6,4,0.13,8,0.6574448
10,4,0.13,8,0.6573774
10,6,0.08,8,0.6572677
7,8,0.02,8,0.6572401
3,3,0.15,8,0.6572363
7,4,0.03,8,0.6572295
2,3,0.14,9,0.65721506
6,3,0.14,8,0.6571054
7,6,0.06,8,0.6570557
8,7,0.05,8,0.6570447
6,4,0.03,8,0.6570186
6,5,0.09,7,0.65701026
5,4,0.12,8,0.65697545
3,6,0.09,8,0.65691
3,10,0.07,9,0.6568868
7,10,0.11,10,0.6568855
5,4,0.06,8,0.6568102
10,3,0.05,9,0.6567805
7,3,0.06,9,0.6567509
2,5,0.08,9,0.6567361
8,7,0.1,9,0.65670156
4,10,0.1,10,0.6566745
6,4,0.14,9,0.6566069
2,8,0.09,8,0.6565569
4,4,0.02,8,0.6564016
10,9,0.05,10,0.65635175
3,9,0.03,9,0.6563138
6,7,0.13,8,0.6563054
7,10,0.1,8,0.65625817
6,4,0.06,9,0.6562468
10,5,0.12,8,0.65608585
10,10,0.13,10,0.656037
3,10,0.14,10,0.6560157
7,9,0.07,10,0.6559749
8,5,0.04,8,0.65574867
5,10,0.03,7,0.65556234
9,5,0.08,9,0.65547675
7,4,0.09,8,0.6554714
7,9,0.13,8,0.6554158
5,4,0.07,9,0.6554109
3,3,0.02,8,0.6552659
3,9,0.08,7,0.6551165
5,7,0.08,8,0.6551063
2,3,0.09,7,0.65484244
3,6,0.02,8,0.6548306
9,4,0.13,8,0.65479016
9,6,0.12,9,0.6547693
2,3,0.05,7,0.6547688
7,9,0.15,9,0.6547138
10,3,0.06,8,0.6546923
7,4,0.02,8,0.6546854
5,9,0.14,10,0.65465856
8,10,0.05,9,0.65464175
6,6,0.09,8,0.6546
7,5,0.06,8,0.6545814
10,10,0.08,8,0.65456676
8,5,0.08,8,0.654499
5,3,0.11,9,0.65448624
2,6,0.1,9,0.6544694
8,10,0.06,10,0.65444845
2,9,0.12,8,0.65443146
3,5,0.02,6,0.65441495
5,6,0.12,8,0.65437376
4,5,0.11,9,0.65436494
2,8,0.14,7,0.6543253
7,3,0.09,9,0.65423316
9,10,0.13,10,0.65422463
5,5,0.02,8,0.6541447
8,4,0.11,8,0.65408564
4,10,0.06,8,0.6540074
6,3,0.08,9,0.6540007
2,6,0.02,8,0.65388256
3,4,0.1,8,0.6538368
6,3,0.03,9,0.6538096
5,10,0.02,8,0.65375555
2,3,0.12,9,0.65372694
6,8,0.09,9,0.6536903
6,5,0.11,8,0.65365994
9,4,0.04,8,0.65363705
5,9,0.09,8,0.6536191
3,4,0.06,7,0.6535828
8,3,0.07,8,0.6534915
10,5,0.07,8,0.65348
10,9,0.14,10,0.65347886
4,4,0.11,8,0.65345687
2,9,0.14,9,0.65335304
3,6,0.07,7,0.65333194
8,6,0.1,9,0.65332735
3,7,0.05,7,0.6532947
10,3,0.02,8,0.65327424
4,10,0.04,9,0.6532219
6,9,0.1,9,0.6531413
5,9,0.09,10,0.6530695
10,5,0.04,8,0.6530398
10,9,0.11,9,0.6530054
6,7,0.12,9,0.65299547
10,5,0.08,9,0.6529908
2,5,0.13,8,0.65297574
5,7,0.02,8,0.6529175
9,7,0.08,8,0.6528694
3,4,0.09,7,0.6528492
4,3,0.1,9,0.65281457
6,4,0.05,8,0.6526672
7,6,0.02,9,0.652627
8,3,0.02,9,0.65261567
10,6,0.04,8,0.6525676
6,5,0.1,8,0.65248585
2,3,0.08,7,0.6524579
3,9,0.13,8,0.6523048
9,3,0.14,9,0.6522977
7,8,0.08,7,0.6522637
2,8,0.05,7,0.6522343
6,9,0.06,10,0.65214336
10,5,0.06,8,0.65213436
6,7,0.06,8,0.65202683
4,9,0.13,9,0.65202206
4,5,0.03,8,0.6519761
3,10,0.03,10,0.6519088
8,3,0.05,9,0.6519023
3,6,0.08,9,0.6518784
2,4,0.03,7,0.65183365
6,5,0.08,7,0.651583
4,9,0.06,8,0.6515336
3,5,0.14,8,0.6514993
3,5,0.09,8,0.65146744
8,10,0.07,9,0.65142417
7,10,0.03,9,0.65141094
10,10,0.1,9,0.6513076
4,6,0.14,8,0.65126956
10,10,0.07,10,0.6512242
10,10,0.05,9,0.651212
9,9,0.09,7,0.6510937
4,7,0.1,7,0.65106463
5,9,0.02,7,0.65105516
3,3,0.04,9,0.65102077
3,8,0.09,6,0.6509763
10,3,0.15,9,0.6509616
2,9,0.06,9,0.65093124
8,4,0.02,8,0.65092975
4,9,0.1,8,0.65091
9,5,0.06,9,0.6508384
8,10,0.1,7,0.6507831
9,6,0.08,8,0.6506852
9,6,0.15,8,0.6506848
2,10,0.04,8,0.6505979
6,8,0.11,7,0.6504507
2,4,0.04,7,0.6504364
10,10,0.03,10,0.650413
3,5,0.11,8,0.6502592
4,8,0.08,8,0.650203
6,8,0.13,8,0.65002066
7,3,0.03,8,0.6499688
6,10,0.03,9,0.649889
8,3,0.15,8,0.64976877
2,9,0.06,8,0.6497618
2,7,0.05,7,0.64970624
8,4,0.03,8,0.6496983
5,7,0.06,8,0.6496788
7,7,0.07,8,0.64967436
4,10,0.06,10,0.64964956
4,4,0.1,9,0.6496191
6,6,0.14,9,0.6495898
4,3,0.15,9,0.6495492
7,10,0.02,9,0.64952797
10,7,0.14,9,0.6495107
2,10,0.05,5,0.64950085
9,5,0.03,8,0.6494456
7,4,0.12,8,0.649437
4,9,0.02,7,0.6493629
6,4,0.1,8,0.64922976
9,9,0.12,9,0.64908475
10,7,0.15,9,0.6489066
7,9,0.14,10,0.64888376
10,10,0.05,7,0.64869744
3,5,0.15,8,0.6486716
5,8,0.09,9,0.64865834
10,7,0.04,8,0.64865667
8,7,0.06,8,0.64862424
10,3,0.14,9,0.6486113
7,9,0.06,8,0.6485642
8,8,0.15,8,0.6484316
10,5,0.11,9,0.64842385
10,6,0.14,9,0.64840555
9,3,0.07,8,0.6483999
5,8,0.13,8,0.64839727
4,3,0.08,8,0.6483867
3,9,0.11,8,0.64835
8,7,0.08,9,0.6483119
10,6,0.07,7,0.6481963
4,9,0.05,7,0.648157
8,4,0.13,8,0.64813036
7,8,0.05,8,0.6481225
3,10,0.02,7,0.6480627
9,6,0.07,8,0.6480624
2,3,0.07,7,0.6480518
9,9,0.03,8,0.6479671
9,7,0.02,9,0.64794993
2,3,0.1,8,0.64792573
7,4,0.04,8,0.6478378
5,3,0.05,8,0.6477375
9,9,0.11,7,0.64772207
2,10,0.06,10,0.6477187
3,3,0.06,7,0.6476504
3,3,0.12,9,0.647475
8,10,0.13,9,0.64740556
9,5,0.05,8,0.6473297
4,3,0.14,9,0.647321
8,10,0.05,10,0.64730763
6,5,0.05,8,0.64726764
4,10,0.11,9,0.6472239
5,10,0.09,10,0.6471729
7,8,0.14,8,0.647144
10,3,0.07,9,0.6470447
5,10,0.12,9,0.64703906
8,5,0.09,8,0.64692944
9,4,0.07,9,0.64671457
8,7,0.15,9,0.6466681
7,6,0.15,8,0.64650255
9,5,0.09,8,0.64638907
7,8,0.12,7,0.6463815
3,6,0.15,8,0.64635473
7,7,0.1,8,0.6463411
7,10,0.15,10,0.6463236
2,8,0.09,6,0.64630693
8,10,0.11,10,0.6462228
9,5,0.13,9,0.6462113
4,10,0.03,9,0.646201
3,7,0.15,7,0.6461909
6,8,0.06,8,0.6461778
8,5,0.12,9,0.64610755
6,9,0.09,9,0.64608645
5,9,0.13,7,0.6460624
10,10,0.11,8,0.64605784
9,9,0.14,9,0.64598286
10,10,0.15,10,0.6459669
6,3,0.04,8,0.6459491
10,7,0.09,8,0.64590526
6,10,0.02,8,0.6458119
3,3,0.07,8,0.6458095
10,8,0.06,8,0.6457705
6,7,0.05,8,0.6456921
10,10,0.07,7,0.64560926
5,7,0.15,8,0.64557636
2,10,0.05,9,0.6455354
6,8,0.05,8,0.6455071
3,4,0.15,8,0.6454994
2,10,0.15,9,0.6454571
4,4,0.07,8,0.6454019
6,10,0.07,7,0.6452401
8,8,0.11,8,0.6452362
2,5,0.05,7,0.6452144
2,7,0.14,7,0.6451973
7,3,0.13,9,0.6451533
7,4,0.11,8,0.6451216
10,5,0.14,8,0.6449697
6,10,0.05,8,0.64496356
4,9,0.15,8,0.6449612
4,10,0.05,9,0.6449226
5,9,0.03,9,0.64483875
2,9,0.08,10,0.6447549
6,5,0.15,8,0.6447371
10,6,0.03,8,0.6447075
10,6,0.09,8,0.64467543
4,5,0.14,8,0.6446417
9,3,0.02,8,0.64458907
4,6,0.06,8,0.6445744
6,3,0.09,9,0.64454406
4,7,0.13,7,0.6445432
4,8,0.03,8,0.6445282
5,4,0.03,8,0.6445161
4,9,0.08,9,0.64437026
8,4,0.1,8,0.6443544
5,5,0.06,7,0.6442476
3,10,0.07,10,0.64422363
5,8,0.07,9,0.6442185
3,4,0.04,7,0.64420015
8,6,0.04,8,0.6441739
4,3,0.06,9,0.6441673
4,4,0.13,9,0.64413863
4,7,0.06,6,0.6441046
5,10,0.1,9,0.6440399
7,5,0.04,8,0.644028
8,9,0.07,10,0.64401984
9,8,0.03,7,0.6440033
3,10,0.02,9,0.64399165
4,10,0.12,9,0.64389026
3,7,0.04,7,0.6438734
10,10,0.12,8,0.6438465
4,4,0.12,7,0.64379346
8,10,0.05,7,0.64379114
3,8,0.13,8,0.6437122
3,5,0.13,7,0.64369
10,10,0.02,7,0.64357007
6,4,0.12,8,0.6435698
2,5,0.09,7,0.64350617
9,5,0.14,8,0.6434859
9,10,0.11,10,0.6434347
5,6,0.11,7,0.64334875
9,7,0.07,7,0.64326346
6,3,0.1,9,0.64317423
9,9,0.02,9,0.6430699
9,5,0.15,8,0.64303535
3,10,0.11,7,0.6430311
3,7,0.02,7,0.6429444
7,6,0.08,8,0.6429243
3,7,0.07,7,0.64290774
8,8,0.13,8,0.64289314
2,4,0.11,6,0.6428855
4,3,0.05,8,0.6428563
3,5,0.07,8,0.64284396
8,10,0.15,10,0.6428237
4,5,0.02,7,0.64273864
9,8,0.06,10,0.64272183
7,7,0.03,8,0.64266443
10,9,0.03,8,0.6426514
7,6,0.09,8,0.642622
6,9,0.15,8,0.6425864
8,3,0.06,8,0.64257723
2,9,0.03,7,0.64256024
8,8,0.1,9,0.642517
10,8,0.1,8,0.6424553
2,9,0.05,8,0.6424369
9,7,0.11,8,0.64242375
4,8,0.12,8,0.6423905
8,4,0.09,8,0.64232016
3,9,0.09,8,0.6422966
2,4,0.13,8,0.64227515
3,4,0.02,7,0.6422276
10,7,0.03,8,0.6421908
10,5,0.09,9,0.642166
7,5,0.09,8,0.64214665
3,9,0.12,9,0.6420726
7,8,0.03,8,0.64198375
5,6,0.03,7,0.64196426
7,3,0.11,8,0.6419588
5,10,0.04,7,0.64194316
4,5,0.15,7,0.64188415
9,4,0.15,8,0.6418752
6,7,0.02,8,0.6418222
9,9,0.1,8,0.64167625
3,6,0.15,7,0.64166653
3,8,0.08,8,0.6416162
5,7,0.14,8,0.6414928
10,3,0.14,8,0.6414535
4,3,0.09,8,0.6414307
5,10,0.05,10,0.64138865
6,4,0.15,8,0.6413613
8,6,0.13,8,0.6413487
5,8,0.08,7,0.6413308
10,10,0.15,9,0.641324
5,9,0.08,7,0.641289
6,9,0.06,9,0.6412787
3,7,0.02,8,0.64127225
2,6,0.03,7,0.6412227
10,9,0.11,7,0.64120847
6,9,0.12,9,0.6411892
5,3,0.1,8,0.6411291
4,9,0.04,7,0.6410676
8,6,0.03,8,0.6410406
3,8,0.15,9,0.64101905
6,10,0.08,8,0.64100593
3,7,0.1,7,0.64100385
2,5,0.12,6,0.6409802
8,10,0.03,7,0.6409707
6,3,0.07,8,0.6409306
6,10,0.11,10,0.64092743
3,6,0.11,7,0.64089024
4,7,0.15,8,0.6408835
6,8,0.07,8,0.64074546
6,10,0.14,8,0.6406754
5,9,0.07,10,0.64060307
7,3,0.12,9,0.6405955
9,4,0.02,8,0.640584
9,9,0.1,7,0.64055336
5,10,0.03,9,0.64052516
2,9,0.08,9,0.64046556
4,10,0.03,7,0.6404339
3,8,0.05,7,0.6403805
3,4,0.07,7,0.64036417
5,9,0.07,8,0.6402585
5,9,0.09,7,0.6400815
4,3,0.04,8,0.6400334
6,5,0.13,9,0.64002526
3,4,0.08,6,0.6400176
2,5,0.08,6,0.6399854
3,3,0.05,7,0.6399731
7,3,0.08,8,0.6399715
5,8,0.11,7,0.63994765
2,8,0.06,7,0.6399287
4,10,0.02,7,0.6398942
2,6,0.05,6,0.6398749
7,8,0.07,8,0.63987213
3,10,0.06,10,0.63984853
10,4,0.03,8,0.6397887
6,10,0.07,10,0.6397392
2,5,0.04,7,0.6397109
10,7,0.05,8,0.63969177
6,10,0.02,10,0.6396364
8,9,0.15,8,0.6396195
9,4,0.05,9,0.6396028
4,9,0.03,9,0.63958377
5,8,0.05,8,0.63957304
3,4,0.03,8,0.63957274
10,6,0.1,8,0.63950706
5,10,0.14,10,0.6395009
5,9,0.11,7,0.63942873
4,9,0.12,10,0.63940126
3,10,0.13,10,0.63938665
8,5,0.06,8,0.63938344
2,8,0.07,6,0.63923687
7,5,0.07,8,0.63919663
6,6,0.04,8,0.6391728
3,10,0.12,6,0.6391259
5,3,0.07,9,0.6391144
8,10,0.03,10,0.6390969
3,8,0.03,7,0.6390507
4,4,0.1,8,0.63904434
5,10,0.04,9,0.6389798
10,10,0.05,8,0.63897806
2,10,0.14,9,0.6389134
2,8,0.02,7,0.6388172
9,6,0.13,8,0.638796
3,6,0.05,7,0.6387854
6,6,0.08,8,0.63877136
2,4,0.1,6,0.63855284
4,5,0.04,7,0.63851684
9,8,0.09,8,0.638501
3,6,0.1,8,0.6384533
2,10,0.12,9,0.63844633
5,10,0.12,8,0.6384452
2,5,0.03,7,0.6383204
4,10,0.08,10,0.6382639
7,4,0.07,7,0.6382159
9,10,0.02,9,0.6381928
3,7,0.03,6,0.63815844
6,6,0.05,8,0.6381064
6,6,0.15,8,0.6380044
9,5,0.02,8,0.63799393
3,9,0.08,6,0.6379518
6,3,0.11,9,0.63786477
5,4,0.09,8,0.63783425
7,5,0.12,7,0.63782465
9,3,0.1,8,0.6378188
5,3,0.13,9,0.6377588
5,9,0.1,6,0.63774675
6,7,0.15,8,0.6377402
5,10,0.08,10,0.6376577
2,6,0.14,8,0.63764167
9,9,0.05,9,0.6376087
4,9,0.02,8,0.6374567
9,8,0.08,8,0.6374441
3,5,0.03,8,0.6374345
3,8,0.13,7,0.63740504
7,5,0.02,8,0.63736385
6,8,0.03,8,0.6373629
3,10,0.09,10,0.63729686
9,3,0.13,8,0.6371918
3,8,0.1,7,0.6371642
2,10,0.11,9,0.6371531
10,6,0.02,8,0.6370877
5,6,0.02,7,0.6369642
4,10,0.1,8,0.6367644
5,8,0.07,8,0.6367263
7,4,0.1,8,0.63668483
6,9,0.06,8,0.6366647
2,4,0.02,8,0.6366223
9,9,0.11,9,0.63646835
10,9,0.08,8,0.63633907
3,7,0.11,7,0.6362927
4,6,0.03,7,0.6362681
8,8,0.09,8,0.6362637
6,9,0.14,8,0.6362415
8,10,0.06,9,0.6362328
6,10,0.15,7,0.6361949
3,4,0.05,8,0.63617295
5,6,0.1,9,0.636117
4,7,0.03,7,0.63607323
5,10,0.02,7,0.6360504
4,7,0.11,9,0.6360375
2,6,0.04,7,0.63602936
5,4,0.14,9,0.6360061
5,8,0.14,8,0.6359358
2,10,0.03,9,0.63589907
6,5,0.04,7,0.63585573
3,5,0.12,7,0.6357904
3,8,0.14,8,0.6357564
3,8,0.14,9,0.63572896
10,6,0.06,8,0.6357157
8,10,0.11,9,0.63568467
4,6,0.04,7,0.63562346
8,6,0.02,8,0.6355706
5,6,0.06,8,0.6355649
9,6,0.05,8,0.63555324
5,7,0.07,8,0.63549006
4,8,0.15,8,0.6354656
9,10,0.03,10,0.63546276
8,6,0.09,7,0.63542336
8,4,0.12,8,0.6353899
10,8,0.04,7,0.6353394
9,5,0.07,8,0.63532716
7,10,0.06,10,0.63520753
6,9,0.02,8,0.6351896
7,10,0.03,7,0.63517004
7,10,0.02,8,0.6351647
10,8,0.05,7,0.63515997
3,10,0.11,9,0.63510305
2,3,0.02,7,0.63510275
8,5,0.13,9,0.6350797
