umap_n_components,umap_n_neighbors,umap_min_dist,k,silhouette_score
10,8,0.06,7,0.5947273
5,6,0.15,7,0.59471387
6,3,0.04,7,0.59462386
2,8,0.07,5,0.59458405
10,9,0.13,7,0.59433985
7,9,0.02,7,0.5942698
4,9,0.11,6,0.59422076
3,8,0.11,7,0.5941977
3,8,0.15,8,0.59414315
7,10,0.08,9,0.5940662
8,10,0.1,6,0.59403473
5,5,0.04,7,0.5939712
7,4,0.15,7,0.5939085
3,9,0.07,6,0.5937805
6,7,0.07,7,0.593772
2,9,0.03,6,0.59372485
4,10,0.14,10,0.5936759
8,5,0.11,7,0.59366894
10,7,0.09,7,0.5936495
7,10,0.03,8,0.5936114
3,5,0.04,7,0.59352285
7,5,0.14,7,0.5932946
4,3,0.12,8,0.59329116
2,8,0.05,6,0.59326893
9,5,0.11,7,0.5932415
7,8,0.02,7,0.59318954
4,10,0.06,6,0.5931208
2,3,0.11,6,0.5931153
3,5,0.08,6,0.5931099
7,9,0.04,7,0.5930579
9,10,0.14,10,0.5930522
6,10,0.06,6,0.593048
3,6,0.11,6,0.5930085
3,6,0.13,7,0.592841
10,5,0.14,7,0.5928223
7,10,0.02,7,0.59280837
7,7,0.11,7,0.5927912
4,10,0.08,9,0.5927485
9,6,0.09,8,0.59263736
10,5,0.08,8,0.5926228
3,6,0.03,7,0.59260714
2,6,0.12,5,0.5924977
9,6,0.15,7,0.59240496
4,7,0.15,6,0.59221494
8,10,0.08,5,0.592197
8,10,0.03,6,0.5921821
7,5,0.03,7,0.5921564
3,4,0.09,6,0.5920478
5,8,0.12,9,0.59201604
3,4,0.04,5,0.5919646
6,8,0.08,6,0.5918987
10,3,0.12,8,0.59187746
10,7,0.08,7,0.5917418
9,4,0.03,7,0.5916958
2,7,0.13,6,0.5913854
6,4,0.07,7,0.5913832
4,10,0.04,6,0.5913642
8,7,0.09,8,0.59132
5,6,0.08,7,0.591276
5,5,0.05,7,0.59123373
5,9,0.15,7,0.59119093
10,6,0.15,7,0.59118116
10,4,0.11,8,0.5911771
2,3,0.06,6,0.59114903
7,10,0.14,8,0.591136
10,10,0.14,8,0.5911115
3,9,0.04,7,0.59107244
4,6,0.07,7,0.59098405
7,9,0.14,6,0.59095794
8,5,0.04,6,0.5909366
7,10,0.1,7,0.5908368
2,9,0.02,6,0.5908014
3,7,0.02,5,0.59062535
5,8,0.06,7,0.5906024
3,3,0.07,7,0.59056664
10,3,0.09,7,0.59052616
9,9,0.09,6,0.59052366
6,5,0.11,7,0.59044605
10,8,0.12,7,0.59042424
8,9,0.15,7,0.59037316
4,10,0.15,10,0.590355
7,6,0.07,7,0.59023607
5,10,0.11,7,0.5901237
7,9,0.03,9,0.59012085
8,9,0.13,8,0.5901055
4,3,0.04,7,0.59001493
6,7,0.11,7,0.5898985
8,9,0.08,7,0.5898979
8,4,0.1,7,0.58987796
3,10,0.04,6,0.58975196
10,10,0.14,7,0.589744
2,9,0.08,6,0.5897429
6,6,0.07,7,0.5896722
7,3,0.05,7,0.5895998
4,6,0.13,7,0.58959293
10,10,0.07,6,0.5895852
5,5,0.14,7,0.5895682
7,9,0.08,9,0.5894467
3,5,0.03,7,0.58944017
8,10,0.06,8,0.58939207
4,3,0.05,7,0.5893083
8,5,0.02,9,0.589269
6,6,0.09,7,0.5892685
5,3,0.04,6,0.5891249
4,6,0.14,7,0.58911306
4,6,0.02,7,0.5889717
10,4,0.12,7,0.5889699
10,6,0.11,7,0.58895034
10,3,0.15,8,0.5889006
6,4,0.02,7,0.58869123
10,4,0.15,7,0.5886213
7,10,0.04,9,0.58853966
10,10,0.06,8,0.5884871
5,9,0.04,8,0.588352
6,9,0.07,7,0.5882955
5,9,0.14,9,0.58828825
3,8,0.03,5,0.58826476
3,8,0.14,7,0.58823645
9,8,0.15,7,0.58812755
6,9,0.13,6,0.5881218
10,7,0.15,7,0.5880857
8,3,0.02,7,0.58807063
7,7,0.12,7,0.58793885
10,4,0.13,7,0.58793116
8,8,0.04,7,0.58793056
9,10,0.13,7,0.5879101
2,5,0.07,5,0.58788997
4,8,0.02,6,0.5878766
3,10,0.09,9,0.58786565
2,3,0.02,5,0.58783567
6,8,0.11,6,0.58773875
3,8,0.07,7,0.58769965
6,10,0.06,8,0.587672
10,3,0.11,7,0.5875609
7,5,0.06,7,0.58751124
2,10,0.02,8,0.58749235
4,4,0.08,7,0.587479
7,9,0.04,6,0.58744776
8,9,0.06,7,0.5873925
4,4,0.03,6,0.58729744
7,7,0.07,7,0.5871895
9,4,0.05,8,0.58718544
7,10,0.15,7,0.5871632
4,10,0.12,7,0.587051
2,9,0.12,7,0.5869875
10,9,0.15,8,0.5869609
10,4,0.03,7,0.5869103
6,4,0.08,7,0.5868843
2,4,0.05,5,0.5868705
9,5,0.15,7,0.5868094
5,4,0.03,7,0.5867822
6,7,0.05,7,0.58673066
10,8,0.04,6,0.5867143
2,7,0.04,6,0.58669484
10,10,0.13,9,0.58661324
4,3,0.02,7,0.5865746
2,4,0.08,6,0.58656275
2,6,0.12,6,0.58648884
7,3,0.03,6,0.58647233
5,9,0.02,6,0.5864436
9,3,0.15,7,0.5863391
7,4,0.1,7,0.58627903
10,9,0.1,7,0.5862736
7,5,0.13,7,0.58626264
3,6,0.09,6,0.58620524
10,9,0.14,7,0.5861762
2,6,0.15,7,0.58613855
10,3,0.13,7,0.58608115
6,6,0.03,7,0.5860801
2,4,0.13,6,0.5860643
2,8,0.14,6,0.5859103
8,10,0.13,7,0.5858489
4,4,0.02,7,0.58582336
6,10,0.07,6,0.5857198
2,10,0.11,6,0.58570933
2,8,0.12,5,0.5855793
5,10,0.11,9,0.58555406
6,9,0.12,8,0.58555293
4,9,0.13,6,0.5855439
8,3,0.09,7,0.58551335
7,8,0.15,7,0.5854843
9,10,0.04,8,0.5854365
7,6,0.04,7,0.58537
2,4,0.11,5,0.58530074
6,8,0.09,7,0.5851919
5,8,0.13,6,0.5851918
6,10,0.05,9,0.5851732
2,10,0.06,9,0.58507943
2,10,0.14,10,0.5850612
10,10,0.15,7,0.58504224
5,3,0.11,8,0.5849587
5,7,0.12,7,0.5848019
7,3,0.08,7,0.58478665
6,9,0.04,7,0.584683
6,9,0.14,6,0.584669
6,9,0.03,8,0.5846412
10,7,0.02,7,0.58461475
9,7,0.06,7,0.5846139
2,3,0.05,6,0.584497
4,5,0.06,7,0.58449113
7,7,0.05,7,0.58444756
4,10,0.13,6,0.5843882
10,8,0.11,7,0.58434075
6,6,0.15,7,0.58434033
2,5,0.13,6,0.5843092
4,8,0.06,7,0.5842916
3,6,0.07,5,0.58429044
7,6,0.12,7,0.5842813
9,7,0.1,7,0.58409107
2,8,0.02,6,0.58404535
4,5,0.02,6,0.5839526
2,4,0.07,5,0.5839166
4,3,0.06,7,0.5838547
5,5,0.07,6,0.58382046
7,8,0.12,6,0.58369714
7,9,0.13,7,0.58367455
9,10,0.15,7,0.5835178
7,4,0.04,7,0.5834737
8,7,0.15,7,0.5834712
3,4,0.03,7,0.58345014
8,4,0.15,7,0.58344305
7,6,0.09,7,0.58328784
3,10,0.11,6,0.5832639
2,10,0.1,7,0.58325726
8,7,0.02,7,0.5831528
6,4,0.05,7,0.58303434
8,7,0.13,7,0.5829844
2,7,0.06,6,0.5828833
2,10,0.06,8,0.5828742
2,8,0.06,5,0.5828093
8,6,0.13,7,0.58277965
4,3,0.08,7,0.5827249
10,8,0.07,7,0.582707
6,10,0.09,6,0.5826598
4,3,0.03,7,0.58259994
4,9,0.08,8,0.5825768
7,3,0.15,7,0.5824337
4,10,0.11,7,0.5824004
5,4,0.13,6,0.58228755
2,3,0.06,5,0.5822063
7,8,0.03,7,0.5821818
5,9,0.1,5,0.58214206
2,5,0.03,5,0.5821189
10,3,0.03,7,0.582073
6,8,0.07,7,0.5819335
5,3,0.14,6,0.5819207
9,5,0.05,7,0.5818385
4,7,0.06,5,0.5818369
3,10,0.14,7,0.5818361
3,3,0.06,6,0.5817819
2,4,0.15,6,0.5817692
5,8,0.07,7,0.58174366
2,3,0.13,6,0.5817305
10,8,0.1,7,0.58170027
2,6,0.04,6,0.5816949
2,3,0.08,6,0.58167464
6,10,0.02,6,0.5816596
10,9,0.11,6,0.58162063
4,8,0.07,7,0.5815972
5,8,0.1,7,0.5815954
5,9,0.11,6,0.5815654
7,9,0.11,7,0.58145696
2,4,0.15,5,0.581393
6,10,0.14,6,0.5813855
10,5,0.15,7,0.581247
9,7,0.15,7,0.5812452
5,4,0.02,7,0.58123505
5,9,0.11,9,0.58119696
9,6,0.03,7,0.5811098
7,8,0.04,7,0.5810972
7,3,0.12,8,0.5810247
5,5,0.08,7,0.5809364
3,3,0.14,7,0.5809264
7,5,0.05,7,0.58086395
6,10,0.1,9,0.58082217
7,10,0.09,9,0.5808171
8,3,0.07,7,0.5808141
8,9,0.02,6,0.58073914
4,8,0.15,7,0.5806128
2,10,0.02,7,0.580581
8,5,0.1,6,0.5805756
4,6,0.04,6,0.5805359
6,10,0.13,6,0.58051986
9,9,0.13,7,0.5804822
7,7,0.08,7,0.5804797
10,5,0.13,8,0.58046424
8,7,0.11,7,0.58045334
4,6,0.15,6,0.5804489
2,10,0.09,10,0.5804457
3,10,0.05,9,0.5804301
5,3,0.07,8,0.5804244
4,10,0.04,8,0.58041936
9,8,0.08,7,0.5803479
6,3,0.14,7,0.5802433
5,10,0.05,9,0.5801966
4,6,0.03,6,0.5800621
10,5,0.07,7,0.5800025
9,7,0.09,7,0.5799585
8,7,0.11,8,0.57994145
3,6,0.1,7,0.57987934
3,9,0.02,7,0.5798668
2,7,0.12,5,0.5797932
6,8,0.02,7,0.5797707
3,8,0.09,5,0.5797337
8,10,0.08,9,0.57972866
2,7,0.05,5,0.5797254
2,3,0.12,7,0.5796803
4,10,0.09,7,0.57956964
4,5,0.11,7,0.5795693
9,8,0.03,6,0.57955164
4,9,0.06,6,0.57949823
5,9,0.06,8,0.579487
2,9,0.1,6,0.5794669
6,3,0.12,7,0.57937455
9,7,0.08,7,0.57933646
7,4,0.03,7,0.57926315
6,10,0.04,6,0.5792615
3,10,0.02,6,0.579246
6,7,0.1,7,0.5792177
10,10,0.07,5,0.5791752
7,6,0.15,7,0.5790738
9,9,0.11,6,0.5790688
5,8,0.02,6,0.57906115
5,10,0.13,6,0.5789932
3,4,0.02,6,0.57896686
8,6,0.06,7,0.578947
10,6,0.1,7,0.5788968
8,8,0.15,7,0.5788896
7,4,0.09,7,0.5788679
3,10,0.15,8,0.57873225
3,10,0.13,9,0.5787115
5,9,0.03,6,0.5786555
8,8,0.13,7,0.5785513
4,8,0.11,7,0.57852805
8,6,0.11,7,0.5784998
10,7,0.13,7,0.57842016
6,4,0.14,7,0.57838285
5,4,0.07,8,0.57837766
8,5,0.14,7,0.5781281
8,7,0.1,7,0.5781219
2,5,0.15,5,0.5780533
5,7,0.04,6,0.5778239
7,3,0.06,7,0.57781696
4,10,0.03,6,0.57766753
8,8,0.09,7,0.5775565
10,5,0.12,7,0.57748747
9,6,0.04,7,0.5774857
6,10,0.05,6,0.57741046
6,10,0.11,6,0.5773855
10,7,0.03,7,0.5773823
9,6,0.05,7,0.5772725
2,9,0.14,5,0.5772097
8,7,0.07,7,0.5771496
8,5,0.15,7,0.5771427
7,8,0.05,7,0.5771366
10,10,0.03,7,0.57679343
9,8,0.06,8,0.5767895
9,6,0.08,7,0.5767304
3,8,0.13,5,0.576719
4,8,0.05,5,0.57671183
4,8,0.1,6,0.57665634
7,8,0.15,6,0.5766536
10,3,0.1,7,0.57664603
7,9,0.05,8,0.5766266
7,6,0.02,7,0.5765422
7,10,0.12,9,0.57652736
5,10,0.06,8,0.57650465
5,10,0.15,9,0.57647413
2,3,0.15,6,0.5764045
6,5,0.15,7,0.57616687
10,10,0.02,8,0.5761507
2,4,0.02,6,0.5761302
10,8,0.09,7,0.5759859
3,3,0.15,7,0.5759374
3,10,0.05,7,0.5759174
2,5,0.14,5,0.57585436
9,8,0.09,7,0.5758512
6,10,0.05,7,0.5757998
4,7,0.11,8,0.57577443
3,6,0.13,6,0.5757094
9,4,0.12,7,0.57570225
4,9,0.12,7,0.57568514
5,7,0.02,6,0.57565796
2,9,0.14,6,0.57564515
8,6,0.03,7,0.5756248
7,5,0.09,7,0.57561314
8,8,0.03,6,0.57557005
4,7,0.13,5,0.5754904
7,4,0.07,6,0.5754807
2,8,0.15,5,0.5753806
10,4,0.05,7,0.5753101
7,10,0.13,9,0.575273
6,7,0.13,7,0.5752088
5,9,0.14,7,0.57519835
6,3,0.07,7,0.57515365
9,7,0.1,6,0.57506096
2,5,0.1,6,0.5750596
2,9,0.12,6,0.57503617
9,9,0.13,5,0.5750105
3,3,0.05,6,0.57494736
9,9,0.13,8,0.57494426
4,7,0.03,6,0.57491875
3,9,0.04,8,0.57489145
5,10,0.03,6,0.5748544
3,8,0.15,6,0.5747834
4,7,0.05,7,0.57469636
7,4,0.11,7,0.57467973
10,5,0.13,7,0.5746352
2,3,0.11,7,0.57462454
6,10,0.1,8,0.5745028
2,8,0.11,5,0.5743956
3,9,0.05,5,0.57439286
4,7,0.04,7,0.57421005
5,6,0.14,7,0.5742005
3,3,0.03,9,0.5741867
4,3,0.12,7,0.5741827
9,7,0.04,6,0.5741629
6,6,0.05,6,0.5741385
9,10,0.05,6,0.5740438
6,7,0.08,7,0.57381064
4,10,0.14,6,0.5737516
3,9,0.02,5,0.5737302
4,6,0.06,6,0.5737277
9,3,0.07,7,0.57372105
6,10,0.1,6,0.573703
9,4,0.14,7,0.5736479
4,4,0.04,7,0.5736379
2,6,0.02,5,0.5736339
7,6,0.11,7,0.57342494
4,4,0.02,6,0.57331526
10,7,0.05,7,0.5729489
9,3,0.14,7,0.57291055
3,6,0.1,6,0.57278115
7,5,0.04,6,0.572741
2,6,0.06,5,0.5725696
9,4,0.08,6,0.5725421
9,4,0.11,7,0.5725415
6,10,0.15,6,0.57234883
9,10,0.06,7,0.572315
3,3,0.12,7,0.57210386
2,8,0.04,5,0.57206887
10,8,0.15,7,0.5720443
8,9,0.09,8,0.5719396
9,3,0.04,7,0.5719156
5,8,0.06,6,0.5719106
8,6,0.02,7,0.5718772
3,3,0.11,6,0.571681
9,5,0.09,7,0.57160985
7,10,0.09,7,0.5715096
2,10,0.12,6,0.5714684
5,5,0.1,6,0.5714549
10,9,0.03,7,0.5713925
7,9,0.07,8,0.5713233
8,9,0.06,8,0.57121515
10,6,0.09,7,0.57112086
9,5,0.06,7,0.5710921
2,10,0.13,9,0.5710661
2,7,0.11,5,0.5710426
10,9,0.07,8,0.57101446
3,9,0.08,5,0.5709174
2,8,0.1,5,0.5708976
9,5,0.07,7,0.5708543
10,9,0.02,7,0.5708291
6,7,0.12,7,0.5708247
5,9,0.04,7,0.57078576
8,9,0.14,7,0.57074934
2,8,0.03,5,0.5707002
7,10,0.09,8,0.5706103
2,5,0.11,6,0.57053274
10,9,0.09,8,0.57047474
2,4,0.09,6,0.5704733
6,10,0.04,7,0.5704648
10,9,0.05,8,0.5704576
5,9,0.13,5,0.5704074
2,9,0.14,7,0.57040197
7,9,0.13,6,0.57039356
4,3,0.13,7,0.57036746
4,3,0.06,8,0.57035756
4,9,0.15,6,0.57030314
3,3,0.1,7,0.5702573
10,10,0.02,6,0.57020605
2,9,0.04,5,0.5702051
6,8,0.06,7,0.5701287
6,3,0.06,7,0.5701151
6,6,0.1,6,0.570025
9,10,0.09,10,0.5700117
6,5,0.07,6,0.56990874
8,4,0.03,6,0.56988347
4,4,0.14,6,0.56985354
3,10,0.05,8,0.5698438
8,8,0.14,6,0.5698104
10,9,0.12,7,0.56977344
8,5,0.02,8,0.5697468
5,5,0.11,7,0.5697089
3,8,0.06,6,0.56966007
4,5,0.07,6,0.56956714
5,7,0.1,6,0.5694791
3,9,0.13,7,0.5693329
5,4,0.05,6,0.5692658
2,4,0.08,5,0.5692397
3,9,0.09,7,0.5691953
3,9,0.15,6,0.5691853
9,8,0.1,6,0.56914914
10,9,0.08,10,0.5689868
6,7,0.02,6,0.5688701
9,3,0.02,6,0.56874585
8,9,0.09,7,0.56867677
7,10,0.11,7,0.56851685
3,6,0.13,5,0.5684495
9,9,0.03,6,0.5684344
9,9,0.08,6,0.5684046
9,9,0.13,6,0.568377
5,6,0.06,7,0.5683703
2,10,0.08,8,0.5683034
8,10,0.08,8,0.568278
9,5,0.02,7,0.56824726
8,3,0.1,7,0.5681869
6,5,0.03,6,0.56810904
8,6,0.04,7,0.5679231
3,9,0.02,6,0.5678291
6,7,0.14,6,0.56782794
3,7,0.15,5,0.56772286
3,7,0.07,6,0.56768966
9,10,0.11,9,0.56765944
10,8,0.03,7,0.56764865
4,7,0.02,6,0.5676136
2,7,0.08,5,0.5675954
6,9,0.15,6,0.5675874
6,8,0.13,6,0.5675309
2,8,0.05,5,0.56745684
7,8,0.11,8,0.5674407
2,7,0.07,6,0.56741726
4,5,0.13,7,0.56713456
6,6,0.12,6,0.5671283
3,9,0.11,7,0.5671163
10,3,0.02,7,0.56704223
8,5,0.05,6,0.566939
8,8,0.08,7,0.56692684
3,10,0.09,5,0.56688684
7,5,0.07,6,0.56688195
8,5,0.06,6,0.5668447
10,3,0.06,7,0.56681687
2,10,0.09,8,0.5667555
3,10,0.15,10,0.5667429
9,7,0.12,6,0.5665816
2,9,0.05,6,0.5664216
6,3,0.15,7,0.5662967
9,9,0.07,7,0.56627285
7,8,0.1,6,0.5662451
2,5,0.13,5,0.5660671
4,6,0.08,6,0.56596047
9,8,0.14,7,0.5659017
3,5,0.15,7,0.56582433
4,4,0.05,7,0.5658229
3,10,0.07,6,0.56576765
8,3,0.03,7,0.5657396
7,10,0.04,8,0.5657222
9,6,0.1,7,0.5657216
4,9,0.05,5,0.5657072
6,9,0.11,6,0.5655643
6,6,0.02,7,0.5655515
8,6,0.12,7,0.56551135
2,7,0.14,5,0.5654951
8,6,0.15,7,0.5654632
7,3,0.14,7,0.5654033
5,5,0.15,6,0.56534916
6,10,0.05,10,0.5653194
3,10,0.06,8,0.565289
6,6,0.14,7,0.5651894
9,9,0.06,6,0.5651645
8,9,0.04,7,0.5651524
3,6,0.06,5,0.5650712
6,7,0.03,7,0.5650169
8,7,0.04,7,0.56499344
3,5,0.07,7,0.5649555
3,9,0.11,6,0.564935
4,5,0.03,7,0.56493235
9,8,0.11,7,0.5649322
7,6,0.14,6,0.5648628
5,5,0.03,6,0.56479436
9,5,0.14,7,0.5647348
8,10,0.15,8,0.5647015
6,5,0.09,5,0.5646066
9,8,0.02,7,0.5645494
8,7,0.08,7,0.56450546
3,5,0.13,6,0.5644491
5,6,0.02,6,0.5642936
2,10,0.06,7,0.5641855
5,8,0.14,7,0.5641683
4,10,0.02,6,0.56416345
2,6,0.03,5,0.56415266
10,6,0.06,6,0.56408703
10,6,0.05,7,0.5640637
9,8,0.13,7,0.56406313
5,5,0.06,5,0.5640548
4,5,0.08,6,0.564019
2,5,0.06,6,0.5640062
7,10,0.08,8,0.5640002
2,5,0.1,7,0.5639895
5,7,0.09,6,0.5639805
10,8,0.13,7,0.56396747
7,10,0.05,8,0.56396604
5,7,0.03,6,0.56380093
3,5,0.14,7,0.56379664
8,4,0.08,6,0.56374353
2,6,0.13,6,0.563718
2,7,0.1,6,0.56370986
5,5,0.13,6,0.5636775
6,10,0.15,8,0.56344366
5,5,0.07,5,0.5634393
10,9,0.12,8,0.5634233
3,8,0.1,5,0.5633885
5,3,0.09,7,0.5632881
10,6,0.14,7,0.5631764
2,7,0.13,5,0.5631491
3,9,0.05,6,0.56310844
2,5,0.09,6,0.5631023
8,3,0.04,7,0.5629
3,5,0.09,6,0.56289035
6,6,0.06,5,0.5628865
4,8,0.04,6,0.5628748
3,10,0.13,8,0.5627987
8,8,0.06,7,0.562733
8,8,0.07,7,0.5627038
2,8,0.14,5,0.56265014
4,5,0.05,7,0.56261545
3,10,0.12,5,0.5625904
6,7,0.11,6,0.5625216
4,6,0.11,7,0.5624503
10,7,0.06,7,0.56236655
7,7,0.1,6,0.56235015
9,7,0.11,7,0.5623424
9,9,0.14,8,0.5623263
4,4,0.13,7,0.5623119
10,4,0.1,7,0.56230134
7,10,0.14,7,0.56225556
3,7,0.12,6,0.56225264
5,7,0.11,7,0.5619281
8,5,0.13,7,0.56189203
8,5,0.11,6,0.5618658
2,4,0.06,5,0.5618629
3,6,0.02,6,0.5617945
4,9,0.08,6,0.56177616
6,9,0.02,7,0.56177026
3,5,0.06,6,0.5617483
6,7,0.04,7,0.5617346
4,7,0.1,5,0.5617311
8,8,0.05,7,0.5617214
5,6,0.13,7,0.56169206
5,8,0.05,7,0.56157345
5,10,0.05,8,0.56157297
3,10,0.14,8,0.5615281
10,4,0.04,7,0.56152505
9,3,0.03,7,0.5615174
10,4,0.14,6,0.56143314
4,7,0.07,6,0.56139
4,10,0.04,5,0.5613544
4,5,0.13,6,0.56122863
3,6,0.04,5,0.56119114
3,7,0.07,5,0.5611201
3,4,0.13,6,0.5610846
8,9,0.11,6,0.561055
9,6,0.06,7,0.560843
9,9,0.04,6,0.5608067
9,10,0.11,8,0.5607469
9,3,0.05,7,0.5607234
7,10,0.06,7,0.5607044
6,7,0.09,6,0.5606953
7,9,0.11,6,0.5605972
5,9,0.09,5,0.5605703
3,8,0.06,5,0.56053364
10,10,0.05,6,0.56047595
2,9,0.06,6,0.560359
9,8,0.12,6,0.5603039
8,4,0.04,6,0.560251
3,7,0.13,5,0.5602458
4,4,0.1,6,0.5602052
10,3,0.08,7,0.5599019
10,6,0.13,7,0.55976397
6,8,0.15,7,0.5596163
5,10,0.12,6,0.5595924
9,4,0.06,7,0.5595371
6,10,0.07,5,0.55942994
5,3,0.1,7,0.55940586
8,4,0.15,6,0.55928135
9,5,0.1,7,0.5592558
5,7,0.05,6,0.55924404
4,5,0.1,6,0.5592062
7,7,0.09,6,0.55908394
8,6,0.11,6,0.559011
3,9,0.14,8,0.55901027
9,10,0.07,8,0.55892825
8,8,0.11,7,0.55879986
9,3,0.13,7,0.55853325
5,8,0.09,7,0.5585172
6,10,0.12,5,0.5584807
10,3,0.07,7,0.5584119
5,3,0.15,7,0.55831116
5,8,0.11,6,0.55830175
10,9,0.14,9,0.5581342
2,9,0.09,5,0.55807865
6,5,0.02,7,0.5580037
4,8,0.15,6,0.5579929
9,7,0.02,7,0.55798733
2,10,0.07,5,0.55798006
6,9,0.1,8,0.5578893
5,4,0.1,7,0.5578454
5,7,0.13,6,0.5578435
2,3,0.08,5,0.55781513
7,10,0.03,6,0.557814
8,5,0.07,7,0.5576923
8,10,0.06,6,0.5574355
3,6,0.03,8,0.557299
10,8,0.06,6,0.5572932
7,4,0.12,6,0.557234
3,9,0.12,7,0.5572218
3,10,0.08,5,0.5571826
7,7,0.03,7,0.55715024
4,10,0.07,6,0.557118
10,6,0.07,6,0.5570259
5,7,0.14,6,0.55677176
2,5,0.11,5,0.55663466
2,6,0.13,5,0.55659384
9,6,0.11,7,0.55658937
3,10,0.15,6,0.5565712
7,4,0.04,6,0.55655146
7,5,0.1,7,0.55646044
3,3,0.08,6,0.55642503
3,10,0.02,5,0.5563821
10,10,0.04,6,0.55636525
4,10,0.09,6,0.5562881
5,10,0.08,6,0.55626357
6,10,0.08,6,0.55625564
6,3,0.13,7,0.5562012
10,8,0.14,7,0.5561909
8,9,0.03,7,0.55617815
2,10,0.07,8,0.55616933
8,10,0.14,7,0.5561468
3,9,0.15,8,0.556092
5,8,0.15,7,0.5560193
8,6,0.14,6,0.5560087
5,4,0.04,6,0.5559909
5,10,0.07,6,0.5559729
4,8,0.02,5,0.55596834
6,3,0.02,7,0.55592275
7,5,0.11,6,0.55589306
3,8,0.14,6,0.5558621
7,3,0.09,7,0.5558473
5,6,0.09,6,0.555837
9,4,0.07,7,0.5557693
4,6,0.07,5,0.55569756
7,4,0.06,6,0.5556627
3,7,0.14,6,0.5556511
10,7,0.1,7,0.5556188
4,6,0.07,6,0.5555403
2,3,0.14,6,0.5555129
7,6,0.1,7,0.5555099
4,4,0.06,5,0.5554067
3,8,0.15,5,0.55527884
3,9,0.12,6,0.55524534
7,4,0.14,7,0.55523676
8,6,0.09,6,0.55517924
9,3,0.08,6,0.55517805
2,10,0.13,5,0.5550995
4,6,0.12,6,0.5550589
7,8,0.09,6,0.5550316
6,4,0.06,7,0.5550049
5,6,0.1,7,0.55498797
6,10,0.04,8,0.5549837
8,4,0.05,6,0.5549409
8,5,0.04,5,0.55491
3,7,0.11,5,0.55490404
9,10,0.12,6,0.5548755
6,6,0.03,6,0.5548372
10,5,0.1,7,0.55482453
7,9,0.07,5,0.55473864
4,6,0.06,5,0.5546934
8,5,0.12,7,0.55454355
2,10,0.06,6,0.5545089
9,5,0.08,7,0.5544361
9,10,0.03,7,0.55439055
10,8,0.05,6,0.5543553
9,9,0.05,7,0.5543383
5,5,0.14,6,0.55433625
9,10,0.03,8,0.55429584
10,6,0.03,6,0.5542733
5,6,0.04,5,0.5542258
5,10,0.06,6,0.55413896
6,6,0.11,7,0.554062
2,5,0.1,5,0.554059
3,9,0.09,6,0.5538702
8,3,0.15,7,0.55386704
10,7,0.11,6,0.5538537
9,5,0.03,7,0.5537094
10,4,0.06,6,0.5535998
3,10,0.06,9,0.55352724
4,9,0.09,8,0.55350816
4,7,0.11,7,0.55347985
9,7,0.13,7,0.5534325
9,3,0.1,7,0.5534138
10,6,0.02,7,0.55341315
9,4,0.05,7,0.55338955
2,9,0.11,6,0.5533747
6,4,0.09,6,0.55327386
8,10,0.04,5,0.55325806
8,10,0.11,7,0.55312675
7,9,0.12,5,0.5530883
2,7,0.02,6,0.5529962
6,5,0.1,6,0.5529739
6,5,0.12,6,0.5529451
4,8,0.14,6,0.5528923
5,3,0.03,7,0.5528728
3,9,0.03,7,0.55279
2,10,0.03,7,0.5527465
3,8,0.05,6,0.5526141
4,5,0.09,6,0.5524201
4,4,0.11,6,0.55226344
8,7,0.05,6,0.5522467
7,10,0.04,7,0.5522321
10,4,0.09,7,0.55216676
3,8,0.08,5,0.5520952
2,9,0.13,6,0.552085
4,4,0.1,5,0.5520777
5,4,0.11,5,0.55205524
5,10,0.13,8,0.5519952
6,6,0.13,7,0.5519763
2,7,0.03,5,0.5519702
5,5,0.09,7,0.5519085
4,4,0.12,6,0.5518991
5,7,0.06,6,0.5518724
2,7,0.03,6,0.55186355
6,7,0.14,5,0.5517758
3,8,0.07,6,0.5517707
9,4,0.09,7,0.55172515
4,3,0.11,7,0.5516746
4,3,0.03,6,0.5516623
10,10,0.14,6,0.551618
5,10,0.05,5,0.55154675
2,6,0.04,5,0.5515301
5,10,0.15,8,0.5514514
5,6,0.12,6,0.55134445
3,3,0.05,5,0.55133003
5,9,0.15,6,0.55125225
6,10,0.13,7,0.5511635
3,5,0.1,6,0.55116177
10,6,0.12,6,0.5509808
8,7,0.08,6,0.5509742
7,4,0.05,7,0.5508953
5,10,0.09,7,0.5507848
7,10,0.07,9,0.5507371
4,5,0.04,6,0.5505476
4,8,0.08,6,0.5504676
7,7,0.11,6,0.55045414
3,10,0.15,9,0.55044246
6,6,0.1,5,0.5504158
3,7,0.09,6,0.55039287
10,3,0.05,7,0.55037934
2,3,0.12,6,0.5503327
8,4,0.06,6,0.55025494
4,4,0.09,7,0.5501237
8,8,0.1,7,0.5500967
3,7,0.08,6,0.54997176
8,5,0.02,6,0.54987955
9,10,0.02,7,0.54986846
3,8,0.08,6,0.5498675
3,7,0.05,5,0.5497702
7,3,0.03,5,0.54975915
5,8,0.12,7,0.5497183
5,7,0.07,6,0.5496776
6,4,0.08,6,0.5496641
3,8,0.05,5,0.54960585
4,9,0.08,5,0.549381
5,8,0.15,6,0.54934573
2,6,0.03,6,0.54933274
7,3,0.04,7,0.5492035
2,9,0.06,7,0.5491545
