umap_n_components,umap_n_neighbors,umap_min_dist,k,silhouette_score
10,7,0.14,9,0.39022303
3,8,0.11,10,0.39020547
8,4,0.14,6,0.3901362
4,10,0.08,10,0.39012763
5,9,0.11,10,0.39011872
5,6,0.08,9,0.39007828
3,10,0.11,10,0.39006254
7,7,0.09,10,0.3900519
10,7,0.08,10,0.39003605
6,7,0.1,7,0.39001018
9,5,0.12,6,0.39000204
8,6,0.1,8,0.38987446
10,5,0.09,9,0.38985723
10,5,0.15,10,0.38984105
6,5,0.1,10,0.3897779
3,7,0.15,9,0.38977683
3,7,0.04,8,0.38972685
7,4,0.08,7,0.38971695
7,8,0.05,9,0.38971037
9,7,0.07,9,0.38970858
6,4,0.08,8,0.38969725
9,7,0.04,9,0.38969406
3,5,0.11,5,0.38968635
5,6,0.06,8,0.38960424
8,10,0.09,9,0.3895889
9,10,0.04,10,0.38955835
6,6,0.15,10,0.38953742
7,4,0.14,9,0.38952067
7,7,0.15,10,0.38950992
2,7,0.13,8,0.38946775
2,6,0.07,5,0.38946456
5,5,0.14,7,0.38945782
10,10,0.02,10,0.3894302
9,9,0.08,10,0.38943017
9,5,0.08,5,0.3893876
5,10,0.04,10,0.38937902
3,6,0.03,7,0.38937533
10,7,0.03,8,0.38934743
9,8,0.09,10,0.38927382
7,7,0.04,8,0.3892259
7,4,0.06,6,0.3891321
8,2,0.11,5,0.38902876
7,7,0.1,9,0.3890068
3,4,0.07,5,0.38897118
2,6,0.03,5,0.38896877
9,5,0.14,9,0.3889467
9,8,0.05,9,0.38893038
10,8,0.04,10,0.3889211
4,6,0.07,10,0.38890693
2,8,0.1,6,0.38883665
5,5,0.07,7,0.38879588
10,6,0.04,6,0.38879225
8,9,0.1,9,0.38878712
4,6,0.13,8,0.3887403
6,9,0.02,8,0.38873804
7,4,0.02,5,0.38872215
9,4,0.1,5,0.3887132
3,9,0.03,10,0.38869545
3,7,0.1,10,0.38863993
6,5,0.14,10,0.38863796
3,9,0.05,10,0.38859135
3,5,0.06,5,0.3885851
2,9,0.07,7,0.38856864
7,5,0.1,7,0.3885401
8,10,0.11,10,0.3884961
3,6,0.05,6,0.38849583
6,6,0.1,8,0.38848326
4,7,0.11,8,0.38847494
6,5,0.02,5,0.38845235
3,5,0.14,9,0.3884479
6,5,0.14,8,0.3884121
9,5,0.15,6,0.38840547
9,4,0.07,6,0.3884016
9,7,0.05,8,0.38835207
2,9,0.04,9,0.38834938
8,5,0.14,8,0.3883317
4,8,0.11,9,0.38832858
6,8,0.06,10,0.38831407
6,5,0.06,7,0.3883033
7,4,0.07,5,0.3882948
10,9,0.12,10,0.3882371
3,8,0.05,9,0.38821515
3,6,0.07,9,0.38817048
2,8,0.03,10,0.38815936
10,8,0.09,10,0.38814402
10,7,0.03,10,0.3880884
2,8,0.09,8,0.38807756
6,4,0.09,5,0.3880619
6,10,0.05,9,0.3880398
2,10,0.13,8,0.3880394
7,8,0.07,9,0.3880368
9,6,0.09,8,0.38803467
7,7,0.05,9,0.38802984
2,9,0.14,7,0.38802522
3,9,0.05,9,0.388018
6,4,0.14,6,0.38801104
6,5,0.12,6,0.3879107
7,7,0.08,9,0.38789627
7,5,0.07,7,0.38785288
3,7,0.08,9,0.38783786
3,9,0.06,9,0.38781938
6,5,0.12,8,0.38779834
8,6,0.06,8,0.38779473
6,10,0.09,10,0.3877937
4,7,0.13,8,0.38768843
9,5,0.13,8,0.38767502
9,5,0.14,10,0.3876691
2,10,0.07,8,0.38764995
5,6,0.02,9,0.38762617
6,8,0.02,9,0.38762033
6,5,0.02,8,0.38759217
6,6,0.05,5,0.38755667
9,2,0.02,5,0.3875459
10,4,0.11,8,0.38752887
6,10,0.1,10,0.3875164
2,9,0.07,5,0.3874988
7,4,0.14,10,0.38744447
8,6,0.02,7,0.3873809
10,9,0.03,10,0.38736057
6,6,0.1,9,0.38735813
3,5,0.04,5,0.3873408
8,7,0.04,9,0.38732684
5,7,0.02,7,0.3873051
3,9,0.07,9,0.38729754
2,10,0.1,8,0.38725305
5,9,0.03,9,0.38723925
10,5,0.13,9,0.38721532
10,6,0.06,7,0.38716584
4,6,0.11,9,0.38708767
10,6,0.1,9,0.38703445
6,5,0.05,7,0.38694575
6,6,0.11,8,0.38691506
3,7,0.03,5,0.38686424
3,7,0.08,8,0.38682622
8,7,0.06,10,0.38671306
10,5,0.1,10,0.3866815
5,6,0.04,6,0.3866209
7,7,0.14,10,0.3865839
9,6,0.13,10,0.38658124
2,8,0.09,6,0.38656974
10,7,0.11,8,0.38656652
3,7,0.15,8,0.38654995
4,8,0.05,9,0.38650286
4,6,0.09,8,0.3864846
2,7,0.05,10,0.38640368
2,10,0.02,5,0.38638958
6,8,0.08,9,0.386365
5,6,0.11,7,0.3863184
10,4,0.13,9,0.38615587
4,6,0.07,7,0.38606
5,10,0.05,10,0.38596886
10,9,0.06,9,0.38594437
6,10,0.06,9,0.38588172
10,10,0.09,10,0.38580582
7,5,0.13,7,0.38579062
7,10,0.08,10,0.38578036
7,9,0.05,9,0.38578004
8,9,0.07,9,0.38570702
5,4,0.12,6,0.38570207
10,5,0.1,6,0.3856693
5,9,0.07,9,0.3856625
7,6,0.03,7,0.3856262
9,4,0.1,9,0.38560644
8,5,0.1,7,0.3855954
5,6,0.02,5,0.38558173
10,4,0.11,10,0.38557845
6,6,0.07,6,0.38554958
8,5,0.15,7,0.38552645
2,9,0.1,8,0.38544002
2,10,0.12,8,0.38543266
8,5,0.07,5,0.38540035
9,8,0.13,10,0.3853978
2,8,0.13,7,0.38538864
4,8,0.02,8,0.38538045
2,9,0.05,6,0.38536835
2,8,0.05,5,0.3853487
10,5,0.14,10,0.3853424
10,6,0.06,9,0.38533217
9,9,0.06,9,0.3852742
5,4,0.08,5,0.38525087
4,8,0.09,9,0.38523534
4,8,0.15,10,0.3852293
3,5,0.14,5,0.38521972
7,10,0.04,9,0.38521817
3,4,0.13,5,0.3851966
3,5,0.14,8,0.38519022
7,7,0.15,9,0.38518167
8,5,0.12,7,0.38515186
9,6,0.15,9,0.3851032
10,7,0.12,9,0.3850058
2,6,0.15,5,0.38496402
2,10,0.11,5,0.38496202
7,9,0.03,9,0.38494948
4,7,0.12,8,0.38489085
2,10,0.05,9,0.38487715
4,5,0.05,7,0.38487613
6,6,0.08,5,0.3848487
3,6,0.02,5,0.38483793
5,7,0.09,9,0.3847726
4,8,0.07,10,0.38472074
10,5,0.08,9,0.3846656
3,7,0.05,7,0.3846508
3,7,0.05,10,0.38463518
2,8,0.02,7,0.38462347
3,7,0.06,9,0.38455558
2,9,0.09,8,0.3845237
7,8,0.1,10,0.3845214
2,7,0.13,6,0.38448387
6,5,0.14,9,0.38443634
4,10,0.13,10,0.38442847
3,7,0.08,10,0.38440993
10,10,0.07,10,0.38435465
4,9,0.08,8,0.38432994
3,6,0.03,5,0.38431782
5,8,0.05,9,0.3843021
8,7,0.12,10,0.3842771
8,4,0.13,7,0.38426983
2,5,0.12,6,0.38425344
2,8,0.07,8,0.38424173
10,10,0.06,10,0.38423547
9,7,0.11,9,0.38422838
10,10,0.08,10,0.38418636
6,8,0.12,10,0.38418552
8,5,0.1,5,0.38413438
9,6,0.09,7,0.38403338
7,4,0.06,5,0.3840197
8,10,0.11,9,0.383954
2,8,0.09,5,0.38393402
8,4,0.12,7,0.3839335
9,8,0.02,8,0.38389525
5,6,0.05,6,0.38389522
3,5,0.11,8,0.38389486
10,6,0.07,9,0.38389084
9,4,0.12,5,0.38386944
7,9,0.1,9,0.38381654
2,10,0.1,5,0.38380483
2,5,0.09,6,0.38377014
10,7,0.04,8,0.38375553
5,7,0.15,9,0.3837391
6,4,0.07,6,0.38371426
3,10,0.04,9,0.38362226
8,4,0.09,5,0.38361028
3,7,0.14,9,0.38356856
8,9,0.05,10,0.38356474
9,9,0.1,10,0.38355836
5,8,0.09,9,0.38351563
7,6,0.04,7,0.38350332
10,6,0.13,9,0.38347515
6,8,0.14,10,0.38346827
5,7,0.13,7,0.38343865
7,6,0.09,8,0.38335747
3,5,0.07,6,0.3832939
8,9,0.12,9,0.38328803
7,9,0.09,9,0.3832747
10,8,0.06,9,0.38319543
2,10,0.1,7,0.3831849
4,8,0.05,8,0.3831611
6,6,0.13,9,0.38315955
6,6,0.09,6,0.38315612
2,6,0.04,6,0.38315493
9,5,0.02,5,0.38315377
3,10,0.08,9,0.38312975
7,8,0.15,10,0.3831278
3,7,0.12,8,0.3831254
8,6,0.14,7,0.3830974
7,5,0.03,7,0.38309422
4,10,0.03,9,0.38307506
10,6,0.02,6,0.38298577
7,9,0.06,9,0.38298392
8,6,0.04,9,0.38294578
2,10,0.15,9,0.38292196
2,8,0.12,7,0.3829019
6,9,0.05,9,0.38286725
8,4,0.12,5,0.38286647
6,7,0.07,7,0.3827591
8,10,0.08,10,0.3827442
4,9,0.15,10,0.3827038
3,10,0.03,9,0.38268965
8,6,0.11,10,0.38268054
6,7,0.11,7,0.38267383
10,10,0.05,10,0.38265792
10,9,0.13,10,0.3826564
6,4,0.06,6,0.38262352
10,7,0.13,8,0.38261348
4,7,0.14,10,0.38261217
5,9,0.08,10,0.3826015
3,9,0.11,9,0.38258463
5,4,0.1,5,0.38250598
2,10,0.02,9,0.38250592
4,6,0.02,5,0.3824948
7,7,0.05,7,0.38248825
4,7,0.09,9,0.38246614
4,6,0.07,9,0.38245445
8,6,0.11,7,0.38244194
9,9,0.13,10,0.38243273
3,10,0.06,10,0.38236305
10,7,0.07,7,0.38235155
5,4,0.04,5,0.38231477
2,10,0.06,6,0.38230598
10,6,0.15,7,0.38230458
10,9,0.07,9,0.38227051
10,2,0.11,5,0.382263
8,9,0.02,8,0.38222986
9,5,0.15,5,0.38222337
5,8,0.02,10,0.38222054
8,4,0.11,5,0.38221228
3,10,0.05,10,0.38220033
2,9,0.02,5,0.3821907
2,9,0.04,6,0.38214362
2,8,0.13,5,0.38213181
6,9,0.12,10,0.3821299
5,7,0.07,10,0.38212797
10,5,0.04,7,0.38205996
3,9,0.14,9,0.38205466
8,6,0.03,5,0.3820474
5,8,0.13,9,0.3820305
7,7,0.06,9,0.38201457
9,6,0.05,6,0.38200337
7,6,0.08,7,0.3819364
2,6,0.15,6,0.38192192
4,9,0.05,9,0.38187778
4,4,0.11,7,0.3818734
6,7,0.11,9,0.38181767
3,5,0.08,6,0.3818167
9,9,0.11,9,0.38181314
9,6,0.1,8,0.38181004
5,4,0.13,6,0.38177902
2,5,0.13,7,0.38174862
4,10,0.09,10,0.38174638
10,5,0.15,9,0.381742
6,8,0.11,10,0.3816949
6,4,0.03,6,0.38169238
2,6,0.14,8,0.38165775
7,6,0.07,8,0.38160127
7,7,0.03,6,0.38159746
8,5,0.15,8,0.38159657
5,6,0.1,9,0.38157207
6,8,0.05,9,0.38156992
5,10,0.02,8,0.38152936
9,8,0.03,9,0.3815083
8,7,0.11,10,0.3815029
7,6,0.06,9,0.3815004
4,6,0.06,9,0.38142622
5,4,0.13,8,0.38141224
8,5,0.14,10,0.38139182
9,5,0.1,5,0.38133135
3,5,0.14,10,0.38124546
6,7,0.14,10,0.38123518
10,4,0.1,5,0.38123173
7,7,0.03,7,0.38120994
9,5,0.07,5,0.38117364
3,10,0.13,10,0.3811661
7,6,0.12,10,0.38113746
2,10,0.07,6,0.38113162
9,6,0.02,5,0.38108614
10,7,0.11,9,0.3810817
9,9,0.08,9,0.38103613
8,9,0.14,9,0.38103566
5,7,0.1,7,0.3810278
10,9,0.14,10,0.38100275
5,7,0.03,9,0.38099027
7,8,0.09,10,0.38093898
2,10,0.03,10,0.3809363
3,7,0.05,8,0.38090214
8,4,0.13,9,0.3808745
5,8,0.14,10,0.38084835
5,5,0.05,6,0.38084343
4,6,0.09,9,0.38080177
2,10,0.13,7,0.38077495
2,7,0.02,6,0.38061628
7,5,0.08,5,0.38058284
8,7,0.02,9,0.38054922
6,6,0.11,7,0.38054773
8,9,0.06,8,0.38054582
5,9,0.02,9,0.38054523
2,9,0.13,9,0.38053474
5,8,0.06,9,0.38053277
5,10,0.02,9,0.38052753
7,6,0.13,8,0.38049686
7,9,0.07,9,0.38049206
10,7,0.15,9,0.38048503
7,7,0.07,8,0.38047895
6,2,0.06,5,0.38041896
2,10,0.11,6,0.3804166
7,7,0.11,9,0.38039845
8,4,0.06,5,0.38036358
7,7,0.03,9,0.38030377
6,7,0.05,9,0.3802569
7,6,0.04,5,0.38022617
9,7,0.1,9,0.3802155
4,5,0.04,5,0.3801992
2,7,0.03,8,0.38016653
2,10,0.05,7,0.3801162
3,7,0.02,5,0.38010943
8,5,0.12,10,0.3801029
8,5,0.15,9,0.38008496
2,10,0.02,7,0.38008425
7,5,0.03,6,0.38006517
2,7,0.03,6,0.38004893
5,4,0.15,6,0.38004246
7,9,0.15,10,0.3799912
10,4,0.07,5,0.3799842
3,8,0.13,10,0.37998095
10,10,0.02,9,0.3799285
8,7,0.05,8,0.37992835
2,9,0.14,6,0.3799253
6,10,0.05,8,0.37992284
3,9,0.02,10,0.37991259
9,5,0.07,6,0.37990665
5,6,0.12,9,0.3798858
8,7,0.13,10,0.3798702
5,9,0.05,8,0.37984124
10,6,0.06,6,0.37982282
2,7,0.04,7,0.37982088
8,5,0.03,5,0.37981063
9,5,0.12,5,0.37979814
6,4,0.15,6,0.37979713
4,6,0.13,10,0.37979233
5,8,0.03,9,0.37976065
9,9,0.03,9,0.37971735
2,7,0.11,7,0.379715
5,5,0.13,8,0.37971047
5,5,0.12,9,0.37968546
9,10,0.06,10,0.37968376
2,9,0.06,7,0.37963232
9,10,0.08,9,0.3796045
10,6,0.06,8,0.3795912
7,9,0.02,6,0.37958306
8,7,0.05,9,0.37954435
3,5,0.12,5,0.37951767
4,6,0.1,7,0.379492
6,6,0.07,9,0.37945688
6,7,0.15,7,0.37945193
8,7,0.14,10,0.3794353
2,8,0.13,10,0.37942597
5,8,0.07,9,0.37939054
7,4,0.13,5,0.37937677
2,10,0.06,5,0.3793531
2,7,0.11,9,0.37935176
5,5,0.11,8,0.37928566
9,8,0.08,9,0.37927
9,6,0.08,6,0.37924802
10,5,0.02,5,0.37924498
6,5,0.15,8,0.37923822
6,5,0.06,8,0.3791996
10,7,0.14,8,0.37919095
6,5,0.11,9,0.3791278
4,5,0.02,7,0.3791047
4,5,0.08,6,0.37909952
8,9,0.08,10,0.37905952
5,5,0.04,9,0.37902662
4,9,0.13,9,0.3789975
4,9,0.03,7,0.37898684
8,9,0.04,9,0.378964
4,9,0.11,8,0.3788684
6,6,0.08,6,0.37885877
6,4,0.1,6,0.3788488
4,7,0.02,7,0.37884715
10,6,0.1,6,0.37884644
6,4,0.11,5,0.3788427
5,8,0.03,8,0.3788204
10,8,0.04,9,0.3788143
5,5,0.08,6,0.37880465
7,9,0.11,9,0.3787948
10,9,0.15,10,0.37878028
6,7,0.13,8,0.37872666
5,8,0.08,10,0.3787013
2,10,0.03,9,0.378689
10,7,0.09,9,0.37867948
9,6,0.06,8,0.3786087
3,10,0.03,8,0.37857375
2,10,0.03,8,0.3785592
6,4,0.08,6,0.37852243
5,4,0.15,5,0.37850282
9,6,0.04,6,0.37846217
7,7,0.12,10,0.37845743
7,6,0.07,9,0.37843022
6,6,0.11,10,0.37842578
2,10,0.05,6,0.37840828
5,9,0.06,10,0.37836272
8,6,0.09,6,0.378348
5,6,0.14,8,0.37825885
8,8,0.03,10,0.3782576
9,10,0.02,9,0.3782442
10,8,0.08,9,0.3782181
7,7,0.13,10,0.3782137
3,6,0.1,6,0.37817672
9,9,0.05,9,0.37814543
5,5,0.03,7,0.37812373
6,6,0.06,6,0.37812018
3,7,0.07,7,0.3780996
4,9,0.1,8,0.37809676
4,5,0.12,8,0.37808967
10,7,0.1,10,0.37804863
10,5,0.05,5,0.37804833
2,9,0.13,5,0.37803632
8,7,0.05,10,0.3779906
2,10,0.04,5,0.3779902
7,10,0.13,10,0.37785316
5,6,0.05,5,0.377845
10,4,0.12,8,0.37780234
4,4,0.1,6,0.37779102
2,10,0.09,6,0.3777718
7,10,0.05,9,0.37775904
8,6,0.06,5,0.37771827
3,8,0.05,10,0.3776994
4,9,0.11,9,0.37757847
7,5,0.15,7,0.37756142
7,5,0.09,5,0.37751904
10,9,0.11,9,0.37751862
4,4,0.06,5,0.37744993
2,9,0.02,6,0.3773627
7,7,0.03,10,0.3773544
3,7,0.1,9,0.37733904
6,4,0.11,6,0.37732714
9,7,0.09,8,0.3773259
8,10,0.03,8,0.37732014
6,6,0.07,8,0.3773161
3,9,0.06,10,0.37730947
3,10,0.06,7,0.37728667
3,7,0.02,6,0.37726617
2,9,0.05,5,0.3772622
5,7,0.12,7,0.3772526
2,10,0.09,8,0.37721178
8,7,0.06,9,0.3772053
9,8,0.15,10,0.37720516
9,6,0.05,7,0.37715843
5,5,0.14,6,0.37715465
5,9,0.08,9,0.3771241
4,9,0.06,8,0.37711576
6,10,0.13,10,0.37711376
7,9,0.12,9,0.3770578
6,10,0.11,10,0.37700722
3,7,0.09,6,0.37696967
2,7,0.12,9,0.37694916
3,5,0.12,6,0.37693417
8,4,0.14,5,0.37689292
5,5,0.04,7,0.37689075
2,10,0.1,10,0.3768864
10,5,0.07,8,0.37684432
4,9,0.04,9,0.3768375
5,8,0.02,9,0.37677687
5,6,0.1,8,0.37677208
9,7,0.12,10,0.37676117
10,5,0.1,9,0.37670106
9,5,0.09,5,0.37668929
8,10,0.02,8,0.3766098
4,7,0.08,9,0.3766016
5,6,0.13,8,0.37659806
10,8,0.1,10,0.37653658
8,7,0.1,10,0.37653548
5,8,0.02,7,0.37651995
9,7,0.11,8,0.37645406
10,6,0.11,6,0.37637922
4,7,0.03,7,0.37636536
8,7,0.08,9,0.37635306
10,5,0.03,6,0.37633765
10,6,0.11,7,0.37630898
5,8,0.12,10,0.37630263
7,6,0.08,5,0.37621015
3,9,0.07,8,0.37617266
9,6,0.02,8,0.37615612
4,5,0.07,5,0.37607482
10,7,0.12,8,0.37605026
4,6,0.04,5,0.37604895
2,8,0.11,5,0.37600824
3,7,0.08,6,0.37600717
6,7,0.03,6,0.37599567
4,4,0.03,6,0.37597224
2,9,0.03,6,0.37595066
5,4,0.12,5,0.37594935
7,6,0.13,9,0.37593448
2,7,0.1,5,0.37592897
6,6,0.09,8,0.37584183
8,9,0.04,8,0.37583092
8,4,0.03,6,0.37583056
7,9,0.05,8,0.37582433
3,5,0.11,7,0.37579915
3,7,0.13,10,0.37578797
4,9,0.09,8,0.37577033
9,7,0.15,10,0.3757452
2,10,0.09,10,0.3757391
3,10,0.08,8,0.37568635
2,7,0.11,10,0.3756555
10,5,0.12,7,0.3756139
2,7,0.08,7,0.37560192
4,10,0.05,9,0.37559798
10,5,0.13,8,0.37558314
10,7,0.15,8,0.3755796
8,4,0.13,5,0.37557498
6,5,0.07,6,0.37555328
8,10,0.02,7,0.3755175
5,9,0.04,8,0.37546885
8,5,0.1,6,0.37541628
8,10,0.05,9,0.3753807
5,6,0.03,5,0.37533438
4,5,0.02,5,0.37532738
3,4,0.02,6,0.37532702
6,9,0.02,7,0.37525374
2,9,0.09,7,0.37521702
4,4,0.15,5,0.3752149
4,6,0.06,7,0.37520647
10,10,0.11,10,0.37517035
3,5,0.11,9,0.3751685
3,8,0.08,10,0.37516072
4,8,0.1,9,0.37515664
4,9,0.07,7,0.37513655
10,6,0.15,8,0.37512642
4,6,0.15,8,0.37501508
7,6,0.11,10,0.3749758
2,9,0.13,6,0.37497437
2,10,0.06,7,0.37496957
3,9,0.09,10,0.374949
2,7,0.12,6,0.37492532
6,5,0.12,10,0.37488908
10,9,0.08,9,0.3748887
4,5,0.14,8,0.3748741
3,7,0.12,7,0.3748447
6,4,0.15,5,0.37482688
5,9,0.11,9,0.3747983
7,5,0.07,6,0.37478876
6,9,0.09,9,0.37477848
10,9,0.09,9,0.37476927
4,6,0.08,6,0.37469637
9,5,0.15,7,0.37469375
7,9,0.13,10,0.37465224
2,9,0.04,7,0.37463224
6,5,0.08,10,0.37462613
2,9,0.04,8,0.37461436
6,6,0.1,7,0.37459356
9,5,0.11,5,0.37458712
3,5,0.14,7,0.37457556
7,9,0.08,9,0.37455577
9,8,0.06,9,0.37454084
4,6,0.14,8,0.37449628
7,5,0.15,5,0.37446085
9,7,0.12,9,0.37437177
3,10,0.09,9,0.37427828
5,7,0.05,8,0.37426493
8,6,0.11,8,0.37425017
7,6,0.04,8,0.37423405
3,7,0.15,10,0.3741889
8,8,0.04,10,0.37416792
9,9,0.12,10,0.37414157
10,6,0.15,9,0.37409627
6,6,0.13,5,0.37404606
9,10,0.12,9,0.3740382
5,6,0.08,8,0.37392703
6,5,0.06,5,0.3739241
6,10,0.15,10,0.37392005
7,6,0.05,5,0.37391743
5,5,0.09,7,0.37388402
9,2,0.14,5,0.37388095
9,10,0.1,9,0.373726
6,10,0.08,9,0.37369615
10,5,0.11,7,0.37368396
7,8,0.05,8,0.37364554
10,5,0.1,5,0.37363797
6,6,0.09,7,0.37363568
4,4,0.07,6,0.37361458
4,6,0.15,9,0.37351027
3,5,0.13,7,0.37347636
3,7,0.08,5,0.37344423
3,5,0.06,7,0.37340787
3,10,0.02,9,0.37337294
7,6,0.11,9,0.37335798
6,5,0.1,6,0.37329945
10,4,0.14,10,0.37329915
6,6,0.15,9,0.37329796
7,8,0.06,10,0.373275
4,7,0.14,9,0.3732622
10,5,0.03,7,0.3732372
8,7,0.11,9,0.37321514
5,7,0.06,8,0.37319714
9,6,0.04,5,0.37318876
8,6,0.1,6,0.37314984
9,10,0.03,8,0.3731361
7,9,0.14,10,0.37308985
8,5,0.11,6,0.37307656
4,10,0.14,10,0.37307033
3,8,0.05,7,0.37301943
6,5,0.12,5,0.37297824
8,5,0.07,6,0.37295344
7,6,0.07,7,0.37293676
9,5,0.13,5,0.37285307
8,5,0.09,5,0.37285185
5,6,0.07,6,0.37275484
2,10,0.13,5,0.3727413
7,9,0.05,7,0.37273932
4,10,0.11,9,0.37271866
2,7,0.08,6,0.37268567
8,5,0.08,6,0.37268382
5,6,0.12,8,0.37258735
10,4,0.14,8,0.37256595
4,10,0.08,9,0.37255624
10,8,0.04,8,0.3725252
8,10,0.06,9,0.3724457
3,7,0.09,7,0.37242916
2,9,0.03,5,0.3724157
6,5,0.04,5,0.3723778
6,6,0.03,5,0.37235776
5,7,0.02,8,0.37232217
9,4,0.15,5,0.37229574
8,5,0.08,5,0.3722526
6,10,0.09,9,0.3722282
5,9,0.1,10,0.37216765
6,6,0.02,6,0.3721586
8,6,0.13,7,0.3721066
6,10,0.04,8,0.37206626
4,6,0.07,6,0.37203062
7,10,0.03,8,0.3719659
5,8,0.14,9,0.37193522
6,5,0.02,6,0.37191442
2,8,0.11,6,0.37187868
3,10,0.03,7,0.37185618
9,7,0.12,8,0.3717701
7,10,0.03,9,0.37175596
6,7,0.04,6,0.37173787
9,7,0.14,9,0.37162066
9,7,0.02,8,0.37153336
3,4,0.14,10,0.37148842
4,5,0.11,6,0.3714584
5,10,0.04,9,0.3714521
5,5,0.11,6,0.37141362
2,7,0.15,5,0.37132207
7,7,0.13,8,0.371294
7,6,0.08,6,0.3712893
7,8,0.14,10,0.37127003
3,6,0.11,8,0.3712369
4,8,0.09,8,0.3712033
5,9,0.06,8,0.37118796
10,9,0.04,8,0.37117466
5,9,0.03,8,0.3711305
8,5,0.13,5,0.37107953
2,6,0.04,5,0.37106586
9,5,0.04,6,0.3710188
4,9,0.02,7,0.3710055
5,8,0.05,8,0.37098947
4,8,0.03,8,0.37097314
10,8,0.13,9,0.37097102
5,9,0.05,9,0.37095076
4,8,0.06,9,0.37083444
3,8,0.09,10,0.37081274
5,10,0.03,8,0.37074828
5,6,0.02,6,0.3707479
10,10,0.1,10,0.37072858
9,6,0.11,10,0.37071466
3,8,0.02,8,0.3707083
6,8,0.09,9,0.37065765
4,8,0.04,8,0.37065032
10,5,0.08,7,0.3706282
7,7,0.08,10,0.37062716
7,9,0.04,8,0.37059286
9,5,0.1,7,0.37052143
9,8,0.06,7,0.37045726
5,7,0.13,8,0.3704429
2,10,0.13,6,0.37042376
4,5,0.08,5,0.37039036
4,9,0.05,8,0.37036565
8,9,0.12,10,0.3703415
5,8,0.06,8,0.3703267
8,10,0.04,8,0.3703073
10,10,0.08,9,0.37020636
3,10,0.08,7,0.37019542
5,5,0.11,5,0.3701757
9,8,0.07,9,0.37017483
6,6,0.12,8,0.37012324
4,10,0.04,9,0.37011218
6,6,0.05,6,0.37010458
3,8,0.03,5,0.36996076
7,10,0.07,10,0.36995903
7,7,0.1,8,0.36993268
5,9,0.04,9,0.36991856
10,5,0.15,8,0.36985683
10,4,0.15,5,0.36983556
9,10,0.12,10,0.36983263
6,5,0.05,5,0.3698282
8,9,0.03,7,0.3697994
6,8,0.13,10,0.3697771
2,7,0.04,5,0.3697731
4,9,0.14,10,0.36974594
9,9,0.07,8,0.36967126
8,6,0.07,6,0.36964315
7,10,0.1,10,0.3695417
6,6,0.11,9,0.36953196
10,5,0.14,9,0.36947215
10,7,0.05,8,0.3694404
6,9,0.03,8,0.3694059
9,5,0.13,6,0.3694024
3,7,0.15,6,0.36938214
8,9,0.13,9,0.36935633
3,8,0.11,9,0.3693533
7,9,0.09,7,0.3693487
9,10,0.11,9,0.3692741
7,6,0.08,8,0.36919868
6,9,0.08,9,0.36917666
3,8,0.15,9,0.3690738
6,6,0.06,7,0.3689857
5,9,0.02,7,0.36897084
5,10,0.05,9,0.3689383
3,7,0.07,5,0.3689303
9,5,0.11,6,0.36886176
6,10,0.14,10,0.36880547
9,6,0.12,7,0.36876163
3,10,0.07,10,0.36875772
7,7,0.06,7,0.36871007
2,8,0.15,8,0.3686189
4,8,0.12,10,0.3686143
7,5,0.11,5,0.36860153
2,7,0.13,5,0.36859894
3,8,0.14,9,0.3685667
10,7,0.06,8,0.36856186
9,9,0.02,8,0.36851063
8,10,0.1,9,0.36850184
2,7,0.11,5,0.36848137
6,5,0.15,7,0.3684298
7,6,0.14,8,0.36841667
4,10,0.02,8,0.3684014
4,4,0.08,5,0.36840132
5,6,0.15,8,0.36837205
2,7,0.05,6,0.36836392
5,8,0.15,9,0.368332
6,6,0.05,7,0.36831182
4,5,0.15,9,0.36823842
6,7,0.04,7,0.36821
2,9,0.12,5,0.36820155
10,10,0.04,9,0.3681609
10,5,0.14,8,0.36811027
4,6,0.11,7,0.3680882
3,9,0.09,9,0.36805806
8,6,0.04,6,0.36804572
10,5,0.14,7,0.368044
9,6,0.05,8,0.36797592
5,6,0.06,5,0.36792403
10,6,0.13,8,0.36786887
10,6,0.04,7,0.36780754
3,9,0.06,8,0.36779684
3,8,0.04,9,0.3677904
9,10,0.14,10,0.36778986
4,9,0.12,10,0.36778718
3,8,0.07,10,0.3677719
7,8,0.03,8,0.36776873
9,10,0.07,9,0.36775574
10,10,0.09,9,0.36771274
9,6,0.07,5,0.36770248
3,5,0.1,6,0.367634
6,9,0.15,10,0.36762348
4,8,0.14,9,0.3676233
9,10,0.06,9,0.36762145
7,5,0.12,5,0.36761734
5,10,0.09,10,0.3675837
6,6,0.03,6,0.36757067
5,4,0.11,5,0.36748055
3,8,0.05,8,0.36747074
9,6,0.06,5,0.367446
6,4,0.14,5,0.36742982
10,6,0.03,6,0.3674189
4,6,0.03,8,0.36738667
5,9,0.07,8,0.36738467
5,10,0.03,7,0.3673838
2,7,0.07,6,0.3673655
4,6,0.07,5,0.36735797
8,5,0.12,9,0.3673398
5,4,0.14,5,0.3672757
3,6,0.12,8,0.36727414
2,9,0.1,6,0.36720118
10,8,0.09,9,0.3671887
10,5,0.02,6,0.36717752
10,8,0.08,10,0.36717027
7,8,0.13,10,0.3671634
5,8,0.02,6,0.36714473
3,10,0.03,6,0.3671278
10,8,0.05,9,0.3670811
9,5,0.1,6,0.36706567
