umap_n_components,umap_n_neighbors,umap_min_dist,k,silhouette_score
9,3,0.07,6,0.5306205
2,3,0.11,9,0.53054166
6,3,0.12,6,0.5305319
8,3,0.02,8,0.53019655
3,3,0.15,8,0.5300959
3,3,0.1,9,0.530085
2,4,0.05,9,0.52993697
9,3,0.05,10,0.5295813
3,3,0.14,9,0.5295244
9,3,0.14,8,0.52951926
10,3,0.09,10,0.52950543
10,3,0.05,9,0.52948546
5,2,0.03,6,0.5292988
10,2,0.05,7,0.5292668
10,2,0.02,7,0.52916133
8,3,0.09,7,0.5290053
2,3,0.08,6,0.5287605
6,3,0.09,8,0.528687
8,3,0.08,10,0.5285781
6,2,0.05,6,0.52838683
5,3,0.08,10,0.5282958
3,2,0.05,5,0.5281958
6,2,0.12,6,0.52785337
4,3,0.13,6,0.5276907
3,3,0.08,9,0.52751356
2,2,0.02,6,0.527455
4,3,0.11,7,0.5274296
3,3,0.06,7,0.5272362
9,3,0.13,10,0.52718455
4,3,0.11,9,0.5270802
7,3,0.08,5,0.5269477
7,3,0.03,9,0.52685535
2,3,0.09,5,0.52681047
2,5,0.03,6,0.5267337
5,3,0.12,8,0.5265362
8,2,0.13,7,0.5261319
2,4,0.09,10,0.5260069
7,2,0.13,7,0.5257569
9,3,0.07,10,0.5256434
4,3,0.04,6,0.5256309
2,2,0.03,5,0.5253458
6,3,0.07,6,0.52520376
9,3,0.12,10,0.52488345
5,3,0.1,6,0.52479684
4,4,0.05,9,0.52471673
5,3,0.14,8,0.52457637
8,3,0.14,10,0.5241688
9,3,0.03,9,0.52414733
7,3,0.14,9,0.5240313
4,4,0.03,9,0.52390766
7,3,0.05,6,0.5237067
2,3,0.13,10,0.5236195
3,3,0.04,6,0.5231577
2,3,0.08,5,0.52314276
7,2,0.03,7,0.522908
8,3,0.12,7,0.52289385
3,2,0.06,5,0.5228794
8,3,0.04,8,0.52281594
6,3,0.14,10,0.5227786
8,3,0.12,9,0.52252775
2,3,0.15,6,0.5225029
6,2,0.07,7,0.52246326
10,3,0.14,7,0.5224498
4,3,0.12,8,0.5224366
8,3,0.13,7,0.5223699
4,4,0.02,10,0.52218026
4,2,0.13,6,0.5220699
2,4,0.15,6,0.522031
5,3,0.04,6,0.52199405
4,3,0.12,9,0.5217356
4,3,0.07,9,0.52166194
8,2,0.14,6,0.5215509
5,2,0.12,8,0.52154887
3,3,0.15,5,0.52108526
9,2,0.11,8,0.52107453
8,3,0.1,10,0.5209922
6,2,0.15,7,0.52085793
5,3,0.08,8,0.5208415
4,3,0.12,6,0.52081513
3,3,0.05,10,0.5207702
7,2,0.07,7,0.5207137
7,3,0.07,10,0.52049446
2,3,0.14,7,0.520338
4,3,0.09,10,0.5203118
2,3,0.15,9,0.5202464
3,3,0.11,10,0.5202451
2,4,0.11,6,0.51977986
9,2,0.09,6,0.5196038
5,3,0.03,5,0.5194587
4,3,0.1,9,0.51940197
3,3,0.09,8,0.5191906
4,3,0.04,10,0.5191484
7,3,0.04,6,0.5191309
9,2,0.14,7,0.51910084
3,3,0.13,7,0.5190945
3,3,0.13,9,0.5190878
10,3,0.1,7,0.51894885
9,3,0.14,9,0.5187794
4,3,0.11,6,0.51851004
4,3,0.15,7,0.51848054
9,4,0.02,10,0.5183806
3,3,0.13,10,0.5183406
9,2,0.1,7,0.51800954
6,3,0.14,7,0.51799554
2,3,0.07,5,0.5179122
4,2,0.02,6,0.5178406
8,3,0.09,10,0.51745534
6,3,0.15,7,0.51743513
2,3,0.11,10,0.5171544
8,3,0.07,10,0.5170861
7,3,0.05,7,0.5170001
9,3,0.02,7,0.5169943
6,3,0.08,6,0.5169188
7,3,0.06,9,0.51684695
4,3,0.08,10,0.5167733
8,3,0.03,7,0.5165588
2,3,0.09,10,0.51655436
10,3,0.15,10,0.51644087
4,2,0.12,6,0.5163939
2,2,0.13,5,0.5163929
9,3,0.06,6,0.51633936
9,3,0.02,9,0.51628345
2,4,0.1,9,0.5162194
10,3,0.12,10,0.51620346
6,3,0.15,10,0.51614755
4,2,0.14,6,0.5160146
4,3,0.13,10,0.5159579
4,3,0.14,10,0.5158142
10,3,0.08,9,0.51553345
3,2,0.04,6,0.5154653
2,3,0.13,9,0.5153657
9,4,0.05,10,0.5151959
9,2,0.03,7,0.5151212
4,3,0.1,6,0.51477396
8,3,0.07,6,0.5145818
8,2,0.13,6,0.5143336
3,3,0.03,7,0.51428944
2,3,0.15,8,0.5140524
8,3,0.11,6,0.51397043
9,3,0.1,9,0.5139257
4,3,0.13,8,0.51390415
9,4,0.05,9,0.51377076
2,4,0.05,8,0.5137096
3,3,0.1,8,0.5136989
5,2,0.15,7,0.5136442
10,2,0.08,6,0.513289
6,2,0.03,6,0.51307464
9,3,0.11,8,0.51300734
4,4,0.04,8,0.51298016
5,3,0.11,10,0.5129514
8,3,0.03,10,0.512864
5,3,0.12,9,0.51264256
4,3,0.08,8,0.51253146
5,3,0.04,8,0.5124585
2,3,0.11,6,0.5123521
3,3,0.02,6,0.51231784
5,2,0.1,6,0.51193136
10,3,0.1,10,0.5118845
7,3,0.04,5,0.51181555
2,4,0.09,9,0.511466
4,3,0.11,8,0.5112918
8,3,0.12,10,0.51100034
2,3,0.14,9,0.510978
5,3,0.13,6,0.5108653
9,3,0.1,8,0.51083356
3,3,0.05,5,0.51080275
4,3,0.13,7,0.5107024
3,4,0.04,8,0.51063704
4,2,0.11,6,0.5105959
5,3,0.12,5,0.51054996
10,3,0.1,9,0.5104605
5,3,0.07,7,0.5104284
4,3,0.15,8,0.5104106
9,4,0.04,8,0.51017433
7,3,0.09,7,0.51013654
5,2,0.12,7,0.51008636
4,3,0.1,8,0.51008624
8,2,0.02,6,0.50996786
7,2,0.02,6,0.5099643
4,3,0.15,10,0.5099051
5,3,0.15,7,0.5098162
5,2,0.11,6,0.5098104
4,2,0.15,7,0.5095518
9,3,0.09,6,0.5094653
2,4,0.13,9,0.5093961
2,3,0.12,5,0.50932044
3,2,0.13,7,0.5091933
8,3,0.11,9,0.50919294
8,2,0.11,6,0.5091256
4,4,0.03,10,0.50893223
4,3,0.06,5,0.5087679
10,2,0.1,6,0.5087657
4,3,0.13,9,0.508745
3,3,0.15,6,0.50863796
2,4,0.06,9,0.5083833
3,3,0.07,6,0.5081315
6,3,0.11,8,0.5080697
5,3,0.05,5,0.50797135
2,2,0.02,5,0.5077384
8,3,0.11,10,0.5077376
8,3,0.1,7,0.507668
8,3,0.02,6,0.50753945
4,3,0.12,10,0.5075207
5,3,0.11,5,0.50741166
9,3,0.1,5,0.5072532
10,3,0.05,10,0.50699216
3,3,0.14,10,0.5069878
10,3,0.09,6,0.50675184
10,3,0.11,8,0.5067489
7,3,0.1,7,0.506673
10,4,0.05,9,0.5066108
9,3,0.1,7,0.5064848
10,3,0.14,9,0.50648177
3,3,0.07,10,0.50636834
8,3,0.08,6,0.5061463
9,3,0.09,7,0.5061415
6,2,0.09,7,0.5059724
5,2,0.04,6,0.505808
7,2,0.14,6,0.5057257
3,3,0.05,6,0.50550765
2,4,0.08,10,0.50546926
10,3,0.04,10,0.50544727
7,2,0.08,7,0.5051883
10,4,0.06,10,0.50510025
8,2,0.1,6,0.50507283
9,3,0.11,7,0.50489664
10,2,0.03,6,0.5048627
5,3,0.03,6,0.50483745
6,3,0.04,7,0.50470567
2,4,0.05,10,0.50454295
3,2,0.04,5,0.5045272
9,3,0.06,7,0.50446165
4,2,0.12,5,0.50443935
3,3,0.03,5,0.5042983
4,3,0.07,5,0.50424767
3,3,0.12,9,0.5040118
5,2,0.08,6,0.50398684
2,3,0.09,6,0.5039328
6,3,0.02,6,0.5039148
10,2,0.04,6,0.5037757
6,3,0.05,6,0.50377256
5,4,0.03,7,0.5035922
6,3,0.08,5,0.50348717
5,3,0.09,10,0.5033636
2,4,0.1,8,0.50300455
3,3,0.07,9,0.50290036
7,3,0.14,10,0.50286293
4,4,0.06,9,0.5028527
4,4,0.08,9,0.50276005
6,2,0.04,6,0.5027585
10,2,0.13,7,0.50269073
5,3,0.14,7,0.5026208
8,2,0.07,5,0.50255275
9,3,0.13,9,0.50249386
7,3,0.12,6,0.50247586
8,2,0.03,6,0.50232303
5,3,0.1,10,0.5022153
9,2,0.13,6,0.50215214
5,3,0.06,10,0.5020806
2,5,0.03,7,0.5019593
8,3,0.04,6,0.50185734
3,3,0.12,10,0.50181794
2,3,0.06,6,0.50158775
2,5,0.03,8,0.50146115
3,3,0.07,8,0.5012084
10,3,0.11,7,0.5010059
2,4,0.14,6,0.50096124
3,3,0.13,8,0.500644
5,3,0.11,8,0.5006072
5,2,0.08,7,0.50055104
10,3,0.15,7,0.5002376
4,2,0.15,6,0.49998763
6,3,0.15,9,0.49994248
6,3,0.09,6,0.49992687
7,2,0.1,7,0.49985254
5,2,0.13,6,0.49970445
2,4,0.03,8,0.49967825
10,3,0.05,5,0.4995646
7,3,0.12,5,0.4995422
3,4,0.05,8,0.499499
4,4,0.07,9,0.49913514
9,2,0.06,7,0.49908343
6,3,0.1,6,0.49887747
4,2,0.04,6,0.49880838
3,2,0.14,5,0.49871564
2,4,0.04,10,0.49858493
3,3,0.11,6,0.49857378
2,2,0.15,5,0.49849567
8,3,0.12,6,0.49847397
2,4,0.06,10,0.4981774
4,3,0.05,5,0.4980869
2,4,0.02,8,0.49808308
5,3,0.15,9,0.49799415
4,3,0.02,5,0.4978704
5,3,0.08,6,0.49786603
7,3,0.11,7,0.49781156
5,3,0.12,6,0.4977771
2,4,0.03,7,0.49774402
10,3,0.13,9,0.49763516
2,4,0.07,8,0.49759042
3,4,0.07,9,0.4975443
2,3,0.13,6,0.49750733
5,3,0.13,10,0.49747887
7,3,0.11,10,0.49725583
5,3,0.15,8,0.4972291
6,3,0.11,9,0.49696323
9,4,0.07,10,0.49693716
2,3,0.14,10,0.49673414
5,4,0.02,8,0.49671808
3,3,0.14,6,0.49667662
2,5,0.06,10,0.4966402
8,2,0.09,6,0.49658063
9,3,0.12,9,0.49650064
3,4,0.06,9,0.4964207
10,3,0.08,6,0.49636015
9,3,0.06,9,0.49630195
10,3,0.08,10,0.49628624
7,3,0.06,10,0.49610466
9,3,0.15,9,0.49610195
5,3,0.06,5,0.49605063
3,3,0.03,6,0.49590382
2,5,0.04,10,0.49580473
9,4,0.09,9,0.4954954
3,4,0.06,10,0.49517012
5,2,0.09,6,0.4951686
5,3,0.09,7,0.49502206
5,4,0.02,7,0.49487716
7,2,0.04,6,0.4946672
2,4,0.13,8,0.49448
9,3,0.12,6,0.49447557
9,4,0.04,10,0.49444255
4,3,0.08,5,0.49442503
8,3,0.13,9,0.4942983
7,3,0.02,5,0.4942612
5,3,0.14,9,0.49423677
10,2,0.06,5,0.49421257
3,3,0.09,10,0.4942107
9,3,0.14,7,0.49392554
2,4,0.14,7,0.49391675
9,2,0.04,5,0.49388802
4,2,0.09,6,0.49376753
10,3,0.15,6,0.49373913
8,2,0.05,6,0.49373162
5,2,0.05,5,0.49357817
5,3,0.02,5,0.49330392
10,3,0.06,6,0.49323007
6,2,0.06,7,0.49317777
2,5,0.02,10,0.49288055
9,3,0.15,7,0.49268275
3,2,0.12,5,0.49258104
5,3,0.12,7,0.49236733
3,2,0.13,5,0.49204934
9,4,0.11,10,0.49204198
9,3,0.12,7,0.49185812
10,4,0.07,10,0.4917841
9,3,0.02,6,0.4916914
6,2,0.1,6,0.49162316
5,4,0.03,9,0.4916158
10,3,0.11,6,0.49153623
7,3,0.14,8,0.49139243
5,2,0.06,5,0.49123213
10,3,0.02,5,0.49115044
6,2,0.11,6,0.49107096
2,4,0.07,7,0.49099192
4,2,0.08,5,0.49090296
3,3,0.11,5,0.49081784
10,2,0.07,5,0.49071136
5,3,0.11,6,0.49064004
8,3,0.14,7,0.49047193
2,3,0.14,6,0.49045536
9,3,0.02,10,0.49037197
9,4,0.05,8,0.4903682
4,3,0.06,6,0.49033412
5,4,0.04,8,0.4903217
5,3,0.14,10,0.4900229
2,4,0.06,7,0.4899973
6,3,0.03,5,0.48970693
10,3,0.13,6,0.4896987
2,4,0.06,8,0.48961774
5,3,0.11,9,0.4895943
9,4,0.03,10,0.48949364
4,4,0.02,8,0.48944858
6,2,0.02,6,0.48934743
2,4,0.1,10,0.48900536
9,3,0.11,9,0.48898837
6,3,0.05,5,0.48841217
5,3,0.04,5,0.4881668
2,5,0.02,9,0.48801714
5,3,0.06,6,0.48788548
4,2,0.06,6,0.4878307
4,4,0.07,10,0.48778623
8,3,0.1,9,0.48777482
4,3,0.03,5,0.48769513
7,2,0.05,6,0.4875446
3,3,0.1,6,0.48721904
8,3,0.09,9,0.4870779
2,4,0.04,9,0.4870275
9,3,0.03,5,0.4870062
7,2,0.09,6,0.4869399
3,4,0.06,8,0.48690033
9,2,0.09,5,0.4868685
5,4,0.04,7,0.4867912
4,4,0.08,10,0.4867838
9,3,0.07,7,0.48669696
3,3,0.09,9,0.48665792
7,3,0.03,6,0.48653284
5,3,0.12,10,0.48628587
9,4,0.11,8,0.48619637
3,4,0.04,7,0.48619264
8,2,0.04,6,0.48602372
4,3,0.08,9,0.48575857
4,2,0.04,5,0.4857483
5,4,0.03,6,0.48565474
6,2,0.05,5,0.48565108
6,4,0.04,9,0.48561764
2,5,0.04,9,0.48558372
2,4,0.08,6,0.4854161
2,5,0.07,10,0.4851431
6,3,0.14,8,0.48511082
4,3,0.15,9,0.48510063
8,4,0.02,9,0.48503354
10,3,0.14,6,0.4849334
3,3,0.03,8,0.48476553
5,2,0.1,5,0.48471805
2,5,0.03,10,0.48459876
10,3,0.04,6,0.4845626
2,4,0.15,7,0.4845595
5,4,0.06,9,0.4845302
4,4,0.02,7,0.48443002
5,2,0.02,5,0.48432118
8,3,0.05,7,0.4842128
7,5,0.03,9,0.48415563
4,4,0.05,8,0.48414865
2,5,0.04,7,0.4840321
4,3,0.07,8,0.48394153
9,3,0.14,10,0.48377535
4,4,0.06,8,0.4832626
4,3,0.14,5,0.4831223
9,4,0.02,9,0.48310456
2,4,0.11,10,0.48304686
8,2,0.12,5,0.48299202
8,4,0.05,9,0.48291278
2,6,0.09,10,0.48284495
6,3,0.03,6,0.48280838
3,2,0.07,5,0.48243994
10,4,0.06,8,0.48241216
9,2,0.12,7,0.48238716
7,3,0.11,9,0.48212257
7,3,0.15,10,0.4820758
2,4,0.11,8,0.48198885
9,4,0.07,9,0.48193344
2,6,0.09,9,0.48187366
8,2,0.15,5,0.4817002
9,3,0.13,8,0.48167458
5,3,0.1,5,0.4815491
9,3,0.11,6,0.481354
6,4,0.03,9,0.48122638
6,3,0.09,5,0.48104888
9,3,0.09,10,0.48103386
8,3,0.06,6,0.48092362
9,4,0.09,10,0.48087546
8,2,0.06,7,0.48082444
2,5,0.03,9,0.48081276
8,2,0.09,5,0.48062828
10,2,0.05,6,0.48057806
7,4,0.04,10,0.48056263
7,3,0.15,9,0.48054785
10,4,0.06,9,0.4803205
2,4,0.13,7,0.48026446
10,3,0.12,6,0.48023745
2,4,0.14,8,0.4800974
9,2,0.08,6,0.48003963
10,3,0.04,9,0.4798567
4,4,0.11,10,0.47982955
2,5,0.03,5,0.47975755
8,3,0.03,5,0.47973737
2,4,0.09,8,0.47971347
6,3,0.13,5,0.47961476
4,4,0.04,9,0.47952387
6,3,0.15,8,0.47951788
2,4,0.11,5,0.47950783
10,3,0.03,5,0.4794726
7,3,0.15,8,0.47938353
9,2,0.03,6,0.47919014
6,3,0.14,9,0.47917125
2,7,0.07,10,0.47914466
10,2,0.11,6,0.47900903
5,4,0.03,8,0.4789596
3,3,0.13,6,0.47892064
3,4,0.07,10,0.4788267
2,4,0.14,5,0.47861752
10,3,0.08,5,0.47860578
8,3,0.13,10,0.4786055
5,3,0.15,5,0.47853783
6,3,0.06,6,0.47852707
9,3,0.02,8,0.47830215
8,5,0.03,9,0.4782665
3,3,0.02,5,0.47819436
3,3,0.14,5,0.47814894
3,4,0.11,10,0.47814775
4,4,0.09,10,0.4781073
6,3,0.1,10,0.47808954
5,4,0.02,6,0.47781837
9,4,0.03,7,0.47781688
10,4,0.05,10,0.47779936
7,4,0.03,9,0.4777364
4,4,0.05,7,0.47771534
3,4,0.11,9,0.47768578
7,3,0.03,10,0.47750694
10,2,0.09,6,0.47745827
5,4,0.06,7,0.47713485
2,6,0.05,7,0.47705594
2,5,0.15,9,0.47703478
2,6,0.04,10,0.4769086
10,3,0.07,5,0.47681665
3,3,0.13,5,0.47656214
3,7,0.04,10,0.4764965
8,3,0.13,5,0.47639686
10,4,0.03,10,0.47637698
5,4,0.05,7,0.47633177
4,4,0.12,10,0.47609478
8,3,0.13,6,0.47596335
7,3,0.14,7,0.47593585
9,2,0.08,5,0.47593173
6,2,0.07,6,0.47588035
6,2,0.14,7,0.4757993
3,2,0.11,5,0.47571823
6,4,0.02,10,0.4755465
6,4,0.05,10,0.47546846
4,4,0.02,6,0.47543195
3,4,0.05,5,0.4754301
5,2,0.15,6,0.47537005
6,4,0.04,10,0.47536793
2,4,0.15,5,0.4753263
5,2,0.03,5,0.47526106
7,3,0.11,8,0.47504282
4,3,0.09,6,0.47502765
3,4,0.04,6,0.4750222
3,4,0.05,7,0.4749893
4,5,0.03,7,0.47496414
10,4,0.04,8,0.47493666
3,4,0.02,8,0.4748487
8,2,0.03,5,0.4748371
3,4,0.08,8,0.47482663
7,2,0.03,6,0.4747592
2,4,0.12,6,0.47473934
7,4,0.02,7,0.4747024
3,3,0.1,5,0.47456256
8,3,0.04,5,0.47456184
7,2,0.09,5,0.47453606
3,4,0.09,10,0.47442454
7,3,0.15,7,0.4743299
4,4,0.07,8,0.47428647
6,4,0.07,9,0.4742246
3,4,0.04,9,0.47420317
9,2,0.15,6,0.47409278
10,2,0.12,5,0.4740677
5,2,0.12,6,0.4739489
9,4,0.11,9,0.47382635
8,3,0.15,9,0.47382405
9,4,0.04,7,0.47374907
9,2,0.07,5,0.4737174
9,3,0.1,6,0.4737041
6,4,0.05,9,0.47362873
5,3,0.08,5,0.47328842
7,3,0.13,6,0.47313344
8,6,0.03,9,0.47282434
10,3,0.1,6,0.47265312
7,2,0.02,5,0.47261417
6,4,0.12,9,0.47254843
8,3,0.15,7,0.47253376
4,3,0.09,5,0.47250962
9,2,0.05,6,0.47249278
2,9,0.11,10,0.47245052
4,4,0.13,10,0.47244728
10,2,0.02,6,0.47234225
6,2,0.15,6,0.47232974
8,4,0.07,9,0.47225255
9,2,0.14,6,0.47224545
10,3,0.07,6,0.4721159
2,5,0.05,8,0.47197357
4,4,0.03,8,0.47185868
2,5,0.15,8,0.47169307
5,2,0.07,6,0.4716331
2,4,0.04,8,0.47156253
2,4,0.07,10,0.4712828
5,4,0.05,8,0.47128165
7,2,0.08,6,0.47119603
4,4,0.04,7,0.4710641
9,4,0.06,10,0.47101957
2,4,0.06,5,0.47096032
7,2,0.12,6,0.47093952
3,2,0.13,6,0.4708057
2,4,0.08,9,0.47073802
3,4,0.05,10,0.4706285
10,4,0.05,8,0.47032458
8,3,0.03,6,0.47008353
4,2,0.07,5,0.470073
9,2,0.11,6,0.46991247
2,3,0.11,5,0.46987337
2,4,0.07,9,0.46986586
5,4,0.02,10,0.46979553
7,2,0.07,6,0.4697671
3,3,0.06,5,0.46973547
8,3,0.03,9,0.469723
9,3,0.02,5,0.46971983
2,5,0.04,8,0.46950522
6,4,0.1,8,0.4694697
2,6,0.11,10,0.46945396
9,6,0.03,10,0.4694135
4,4,0.12,8,0.4693669
4,4,0.08,8,0.46915832
6,4,0.14,9,0.46906954
3,7,0.02,8,0.46906942
4,4,0.09,8,0.46904927
9,2,0.06,6,0.4689394
7,4,0.04,9,0.46892387
3,4,0.03,6,0.46888262
9,5,0.03,9,0.468877
8,2,0.1,5,0.4688388
8,3,0.07,7,0.46880218
2,5,0.07,9,0.46879193
9,4,0.03,6,0.4685704
9,5,0.04,10,0.4684584
7,2,0.06,5,0.4683801
6,4,0.06,8,0.46826187
10,3,0.04,5,0.46821505
7,2,0.1,6,0.46818253
6,2,0.09,6,0.46809727
2,4,0.06,6,0.46798864
9,4,0.02,6,0.46794474
3,4,0.02,10,0.46791035
2,4,0.08,8,0.46781918
8,4,0.05,10,0.4676725
9,5,0.02,10,0.46764588
8,3,0.05,5,0.46758634
10,4,0.03,9,0.4675723
5,4,0.05,10,0.46751073
8,4,0.02,8,0.46733913
4,3,0.13,5,0.4673384
9,4,0.05,6,0.46731287
2,4,0.11,9,0.4671001
8,2,0.08,6,0.46709156
2,6,0.06,10,0.46707904
2,6,0.06,7,0.46700615
10,3,0.1,5,0.46699554
3,3,0.09,6,0.46699286
6,3,0.14,6,0.46698052
2,3,0.14,8,0.46694398
2,3,0.15,5,0.4669096
10,2,0.07,6,0.46684155
2,5,0.04,5,0.4668374
5,3,0.15,10,0.4667149
5,4,0.06,10,0.46668312
8,4,0.03,10,0.46662349
3,4,0.09,9,0.4665411
2,6,0.03,10,0.46651193
8,2,0.02,5,0.466495
2,3,0.13,5,0.4663982
3,4,0.07,8,0.46632582
8,3,0.06,5,0.46617797
3,3,0.07,5,0.46616077
4,4,0.04,10,0.4660796
4,5,0.03,8,0.465879
7,4,0.02,10,0.46573538
5,4,0.04,9,0.46568236
9,3,0.15,8,0.4655221
2,5,0.15,7,0.46547738
2,5,0.13,10,0.46529853
6,3,0.15,6,0.4652399
3,3,0.12,6,0.46520802
10,3,0.14,8,0.46507403
9,3,0.08,6,0.46506992
7,3,0.09,6,0.46499717
5,4,0.1,7,0.4649502
4,4,0.08,7,0.4649321
2,6,0.03,9,0.46479854
10,3,0.14,10,0.46476024
10,4,0.03,6,0.4647556
8,3,0.09,5,0.4646306
9,2,0.13,5,0.46453145
2,6,0.02,7,0.4644707
6,4,0.07,10,0.46445993
2,4,0.15,10,0.46431258
6,5,0.02,10,0.46427748
2,4,0.14,9,0.46427053
7,3,0.11,6,0.46405724
5,3,0.14,6,0.4640149
9,3,0.09,8,0.4639708
9,4,0.06,8,0.463904
8,5,0.03,10,0.46371508
4,3,0.15,5,0.46370694
2,6,0.09,8,0.46343556
3,4,0.12,10,0.46336272
8,3,0.03,8,0.46333212
2,9,0.02,9,0.46331164
9,4,0.06,9,0.46307158
2,7,0.07,8,0.4630397
8,5,0.02,7,0.46301213
6,4,0.02,9,0.4630087
4,4,0.04,6,0.4629734
6,3,0.14,5,0.46293285
9,4,0.06,7,0.4629131
2,5,0.02,8,0.46287262
2,5,0.15,5,0.46285522
9,4,0.03,9,0.4627721
6,4,0.1,10,0.462698
2,3,0.06,5,0.46269318
6,4,0.12,10,0.46265343
10,4,0.08,9,0.46264082
6,4,0.14,10,0.46264055
9,4,0.05,7,0.46262193
8,3,0.04,7,0.46247613
9,3,0.15,5,0.4624459
6,4,0.06,10,0.46238363
2,4,0.02,5,0.46233925
2,5,0.12,10,0.46224964
3,5,0.02,10,0.46220258
2,5,0.02,5,0.4621487
9,4,0.09,8,0.46209016
2,4,0.07,5,0.46207452
2,6,0.11,9,0.46205944
2,6,0.03,7,0.46191126
8,2,0.14,5,0.46189526
2,7,0.02,9,0.46180254
4,3,0.08,6,0.46171123
6,4,0.04,8,0.46162015
9,4,0.14,10,0.46159244
2,6,0.04,9,0.46158552
10,7,0.02,10,0.46156046
3,3,0.08,7,0.46153864
2,9,0.11,8,0.46151525
9,3,0.06,10,0.4614245
6,6,0.04,10,0.4614134
8,5,0.02,10,0.46140745
9,3,0.1,10,0.46126452
7,3,0.13,8,0.4612258
8,5,0.04,10,0.46121755
9,5,0.04,9,0.46120805
4,4,0.09,7,0.46118844
9,4,0.13,10,0.46114603
9,5,0.06,10,0.4610433
10,3,0.09,5,0.4609585
8,6,0.03,10,0.46079993
4,3,0.1,5,0.4607427
10,3,0.14,5,0.46059087
3,5,0.02,8,0.46055079
9,6,0.03,9,0.46053654
3,4,0.08,9,0.4604907
3,4,0.06,6,0.46025246
3,7,0.02,10,0.46024588
10,4,0.07,9,0.4601909
7,5,0.03,8,0.46018702
2,5,0.15,10,0.46018592
4,3,0.1,7,0.4601835
8,4,0.07,10,0.46013865
8,6,0.02,9,0.4600183
3,4,0.09,8,0.46000516
5,4,0.08,8,0.45998865
7,3,0.1,6,0.45998478
9,4,0.1,10,0.45985082
8,3,0.02,5,0.45983717
2,5,0.07,7,0.45975006
5,4,0.06,6,0.4597147
4,5,0.05,9,0.45964488
2,6,0.02,9,0.45950618
6,3,0.11,5,0.4594177
5,4,0.08,7,0.4594127
6,5,0.04,8,0.45936963
2,7,0.09,8,0.45932937
6,3,0.04,6,0.45932347
9,4,0.09,6,0.45927355
8,4,0.02,10,0.45923427
10,4,0.06,6,0.45920566
6,4,0.1,7,0.45918554
8,6,0.02,10,0.45906913
6,5,0.04,10,0.45902395
4,4,0.1,10,0.45901722
9,4,0.1,8,0.45876604
9,4,0.04,6,0.45848343
6,4,0.03,10,0.45841226
5,5,0.03,9,0.45839056
2,7,0.09,9,0.45834127
10,4,0.04,6,0.45821634
8,4,0.03,9,0.45819843
4,2,0.11,5,0.4581407
2,5,0.04,6,0.45809928
10,6,0.03,10,0.45805705
5,4,0.1,9,0.45801884
4,4,0.13,9,0.45801726
9,4,0.02,7,0.45793927
9,4,0.08,9,0.45791644
5,4,0.05,9,0.45782062
10,3,0.12,5,0.4577864
6,4,0.15,9,0.45775867
4,2,0.02,5,0.45772988
5,4,0.02,9,0.457657
5,4,0.03,10,0.4576457
9,3,0.08,5,0.45764518
7,3,0.15,6,0.4576382
10,3,0.13,5,0.45762828
8,3,0.15,6,0.45743152
6,2,0.12,5,0.45731118
9,4,0.12,6,0.45721036
4,4,0.06,10,0.45718634
5,5,0.03,8,0.45709202
2,7,0.02,10,0.4569853
2,5,0.11,9,0.45696577
6,5,0.04,9,0.45691532
6,2,0.11,5,0.4569114
2,5,0.05,9,0.45686153
8,5,0.05,10,0.4567497
10,5,0.03,10,0.45665094
4,2,0.13,5,0.45661116
3,4,0.03,10,0.45660588
2,5,0.05,7,0.45660257
3,7,0.02,9,0.45637372
2,5,0.07,8,0.45634595
10,5,0.04,10,0.45634314
10,4,0.03,7,0.45630935
9,4,0.14,9,0.45606947
3,3,0.06,6,0.4560039
8,4,0.02,6,0.45595568
4,4,0.06,7,0.455883
9,5,0.04,8,0.45588186
6,4,0.05,7,0.4557945
4,4,0.12,9,0.45567852
5,4,0.14,8,0.45567498
6,2,0.06,6,0.45564318
8,2,0.06,5,0.455483
4,3,0.14,6,0.4554818
9,4,0.11,6,0.4554797
3,5,0.04,9,0.45534185
6,2,0.13,5,0.45527703
3,5,0.07,9,0.4552665
7,4,0.05,10,0.45513362
7,4,0.03,8,0.45504853
7,9,0.02,10,0.45500535
9,5,0.08,9,0.4547883
9,4,0.12,10,0.45474514
2,5,0.09,7,0.45469877
8,4,0.04,10,0.45460883
5,4,0.12,8,0.454593
6,4,0.09,10,0.45456645
7,3,0.06,6,0.45450315
8,5,0.02,8,0.45449477
2,7,0.07,9,0.45419866
9,4,0.02,8,0.4541935
9,3,0.09,9,0.45413053
2,5,0.05,6,0.45398962
5,4,0.07,10,0.4539615
3,5,0.03,10,0.45389777
9,5,0.02,9,0.4538575
2,6,0.08,10,0.45377728
5,4,0.12,7,0.4536618
2,7,0.03,10,0.4536363
3,4,0.07,6,0.45353156
5,5,0.02,10,0.45334497
5,2,0.14,6,0.45325395
5,2,0.04,5,0.4532347
9,5,0.1,10,0.45318934
7,5,0.02,7,0.45316526
5,4,0.06,8,0.4531124
10,6,0.08,10,0.4531051
4,4,0.11,9,0.45304054
7,3,0.14,6,0.45299467
9,3,0.12,8,0.45292622
7,5,0.07,10,0.45291537
9,4,0.15,10,0.4528684
8,5,0.04,8,0.45284244
5,5,0.02,9,0.4527934
2,7,0.1,8,0.4527358
7,4,0.05,6,0.45267788
3,4,0.07,7,0.45263496
